player_id,signup_date,acquisition_channel,country,preferred_currency,kyc_status,self_excluded,is_eligible_for_targeting,_ingested_at,turnover_brl,ggr_brl,last_bet_ts,n_bets,net_deposits_confirmed_brl,deposits_pending_brl,deposits_failed_brl,last_confirmed_deposit_ts,n_confirmed_deposits,personal_cadence_days,last_activity_ts,is_never_converted,days_since_last_activity,has_reliable_personal_cadence,dormancy_threshold_days,player_lifecycle_status,hold_rate,wallet_burn_rate,theoretical_balance_brl,value_segment
P00058,2023-09-29,paid_social,BR,BRL,verified,false,true,2026-07-31T12:25:24.698Z,0.0,0.0,,0,1272.04,0.0,0.0,2023-10-01T15:22:00.000Z,1,,2023-10-01T15:22:00.000Z,false,183,false,60.0,dormant,,0.0,1272.04,baixo_valor
P00060,2023-10-16,seo,PT,EUR,verified,false,true,2026-07-31T12:25:24.698Z,14680.740000000003,2072.13,2024-02-17T21:31:00.000Z,27,2021.3799999999999,0.0,0.0,2024-02-10T23:13:00.000Z,5,9,2024-02-17T21:31:00.000Z,false,44,true,30.0,dormant,0.1411,1.0251,-50.75,baixo_valor
P00061,2023-09-26,seo,BR,BRL,verified,false,true,2026-07-31T12:25:24.698Z,0.0,0.0,,0,989.96,0.0,0.0,2023-12-19T01:53:00.000Z,2,24,2023-12-19T01:53:00.000Z,false,104,false,60.0,dormant,,0.0,989.96,baixo_valor
P00062,2023-09-02,seo,AO,USD,verified,false,true,2026-07-31T12:25:24.698Z,3440.3999999999996,1982.17,2023-12-14T11:58:00.000Z,6,0.0,0.0,0.0,,0,,2023-12-14T11:58:00.000Z,false,109,false,60.0,dormant,0.5761,,-1982.17,valor_minimo
P00063,2023-09-16,affiliate,BR,BRL,verified,false,true,2026-07-31T12:25:24.698Z,3850.03,-73.60999999999986,2023-12-20T01:42:00.000Z,12,4839.24,0.0,0.0,2023-12-10T02:05:00.000Z,4,19,2023-12-20T01:42:00.000Z,false,103,false,60.0,dormant,-0.0191,-0.0152,4912.85,medio_valor
P00065,2023-08-11,affiliate,PT,EUR,verified,false,true,2026-07-31T12:25:24.698Z,3064.43,328.41999999999996,2023-09-07T00:36:00.000Z,6,0.0,0.0,0.0,,0,,2023-09-07T00:36:00.000Z,false,207,false,60.0,dormant,0.1072,,-328.42,valor_minimo
P00066,2023-12-23,organic,AO,USD,verified,false,true,2026-07-31T12:25:24.698Z,12565.589999999998,-5760.83,2024-01-06T22:48:00.000Z,24,4871.58,0.0,232.52,2024-01-05T18:20:00.000Z,6,3,2024-01-06T22:48:00.000Z,false,86,true,30.0,dormant,-0.4585,-1.1825,10632.41,alto_valor
P00068,2023-11-10,affiliate,AO,EUR,verified,false,true,2026-07-31T12:25:24.698Z,11101.91,-4638.75,2023-12-08T10:33:00.000Z,21,6998.35,482.88,1066.08,2023-12-07T05:17:00.000Z,6,5,2023-12-08T10:33:00.000Z,false,115,true,30.0,dormant,-0.4178,-0.6628,11637.1,alto_valor
P00073,2023-11-06,organic,BR,BRL,verified,false,true,2026-07-31T12:25:24.698Z,9263.640000000001,-1190.2799999999997,2024-01-14T19:53:00.000Z,18,7251.200000000001,1000.94,1376.04,2024-02-12T08:45:00.000Z,6,7,2024-02-12T08:45:00.000Z,false,49,true,30.0,dormant,-0.1285,-0.1641,8441.48,alto_valor
P00076,2023-11-03,seo,BR,BRL,verified,false,true,2026-07-31T12:25:24.698Z,3410.29,-2854.1000000000004,2024-01-13T10:39:00.000Z,6,2817.85,0.0,0.0,2024-01-07T21:12:00.000Z,2,24,2024-01-13T10:39:00.000Z,false,79,false,60.0,dormant,-0.8369,-1.0129,5671.95,medio_valor
P00077,2023-10-04,organic,BR,BRL,verified,false,true,2026-07-31T12:25:24.698Z,7456.6900000000005,-2897.22,2023-11-26T12:39:00.000Z,15,1370.35,0.0,1666.06,2023-11-14T00:45:00.000Z,2,1,2023-11-26T12:39:00.000Z,false,127,false,60.0,dormant,-0.3885,-2.1142,4267.57,baixo_valor
P00080,2024-01-11,paid_social,PT,EUR,verified,false,true,2026-07-31T12:25:24.698Z,0.0,0.0,,0,1119.9,0.0,0.0,2024-01-11T22:19:00.000Z,1,,2024-01-11T22:19:00.000Z,false,81,false,60.0,dormant,,0.0,1119.9,baixo_valor
P00081,2023-10-04,paid_social,AO,USD,verified,false,true,2026-07-31T12:25:24.698Z,16004.409999999994,6673.939999999998,2023-11-09T11:03:00.000Z,30,3059.2000000000003,1887.64,1830.09,2023-10-25T04:04:00.000Z,4,7,2023-11-09T11:03:00.000Z,false,144,false,60.0,dormant,0.417,2.1816,-3614.74,medio_valor
P00085,2023-08-01,seo,BR,BRL,verified,false,true,2026-07-31T12:25:24.698Z,7356.150000000001,323.1100000000002,2023-11-12T21:24:00.000Z,15,1999.79,0.0,0.0,2023-11-17T07:37:00.000Z,3,25,2023-11-17T07:37:00.000Z,false,136,false,60.0,dormant,0.0439,0.1616,1676.68,baixo_valor
P00086,2023-08-19,influencer,BR,BRL,pending,false,true,2026-07-31T12:25:24.698Z,0.0,0.0,,0,2668.05,0.0,0.0,2023-10-19T02:32:00.000Z,2,27,2023-10-19T02:32:00.000Z,false,165,false,60.0,dormant,,0.0,2668.05,medio_valor
P00087,2023-09-08,unknown,AO,USD,verified,false,true,2026-07-31T12:25:24.698Z,256.92,-106.43,2023-11-10T02:38:00.000Z,3,1154.62,0.0,0.0,2023-11-04T20:09:00.000Z,1,,2023-11-10T02:38:00.000Z,false,143,false,60.0,dormant,-0.4143,-0.0922,1261.05,baixo_valor
P00088,2023-11-21,seo,BR,BRL,verified,false,true,2026-07-31T12:25:24.698Z,4417.81,1193.9599999999998,2023-12-01T21:03:00.000Z,9,2720.64,0.0,0.0,2023-11-26T03:42:00.000Z,3,2,2023-12-01T21:03:00.000Z,false,122,false,60.0,dormant,0.2703,0.4389,1526.68,medio_valor
P00091,2023-09-16,seo,AO,USD,verified,false,true,2026-07-31T12:25:24.698Z,2991.17,-1642.91,2023-10-11T11:17:00.000Z,9,1877.68,0.0,0.0,2023-09-17T07:36:00.000Z,1,,2023-10-11T11:17:00.000Z,false,173,false,60.0,dormant,-0.5493,-0.875,3520.59,baixo_valor
P00093,2023-08-23,seo,BR,BRL,pending,false,true,2026-07-31T12:25:24.698Z,0.0,0.0,,0,1848.59,0.0,0.0,2023-11-23T00:24:00.000Z,1,,2023-11-23T00:24:00.000Z,false,130,false,60.0,dormant,,0.0,1848.59,baixo_valor
P00094,2023-11-14,influencer,BR,BRL,verified,false,true,2026-07-31T12:25:24.698Z,9535.01,-626.9299999999997,2023-12-12T03:30:00.000Z,15,3729.08,886.46,3084.27,2023-12-16T21:34:00.000Z,5,6,2023-12-16T21:34:00.000Z,false,107,true,30.0,dormant,-0.0658,-0.1681,4356.01,medio_valor
P00095,2023-10-13,unknown,BR,BRL,verified,false,true,2026-07-31T12:25:24.698Z,6395.27,-144.7499999999999,2023-12-17T01:24:00.000Z,15,8282.1,0.0,0.0,2023-12-20T15:48:00.000Z,8,7,2023-12-20T15:48:00.000Z,false,103,true,30.0,dormant,-0.0226,-0.0175,8426.85,alto_valor
P00096,2023-12-20,affiliate,BR,BRL,pending,false,true,2026-07-31T12:25:24.698Z,1564.7000000000003,-125.66000000000005,2023-12-30T05:47:00.000Z,3,0.0,0.0,0.0,,0,,2023-12-30T05:47:00.000Z,false,93,false,60.0,dormant,-0.0803,,125.66,valor_minimo
P00097,2023-12-06,organic,AO,USD,verified,false,true,2026-07-31T12:25:24.698Z,5152.7,2607.0199999999995,2023-12-15T01:46:00.000Z,9,2102.39,0.0,0.0,2023-12-22T10:14:00.000Z,3,4,2023-12-22T10:14:00.000Z,false,101,false,60.0,dormant,0.506,1.24,-504.63,baixo_valor
P00099,2023-10-08,organic,PT,EUR,verified,false,true,2026-07-31T12:25:24.698Z,13434.48,-3004.71,2024-01-30T09:44:00.000Z,27,5393.029999999999,2759.23,0.0,2024-01-26T18:14:00.000Z,5,19,2024-01-30T09:44:00.000Z,false,62,true,48.0,dormant,-0.2237,-0.5571,8397.74,alto_valor
P00100,2023-12-16,influencer,BR,BRL,pending,false,true,2026-07-31T12:25:24.698Z,5716.260000000001,3548.2300000000005,2024-01-13T02:05:00.000Z,12,5787.8,1007.07,1382.06,2024-01-15T11:02:00.000Z,5,3,2024-01-15T11:02:00.000Z,false,77,true,30.0,dormant,0.6207,0.6131,2239.57,alto_valor
P00102,2024-01-17,affiliate,PT,EUR,verified,false,true,2026-07-31T12:25:24.698Z,4473.03,-610.6299999999999,2024-01-28T18:19:00.000Z,9,1366.0,0.0,0.0,2024-01-28T08:36:00.000Z,2,4,2024-01-28T18:19:00.000Z,false,64,false,60.0,dormant,-0.1365,-0.447,1976.63,baixo_valor
P00105,2023-10-21,seo,BR,BRL,verified,false,true,2026-07-31T12:25:24.698Z,3929.54,-4131.49,2023-12-29T12:47:00.000Z,9,1905.29,0.0,1915.36,2023-12-03T21:05:00.000Z,2,23,2023-12-29T12:47:00.000Z,false,94,false,60.0,dormant,-1.0514,-2.1684,6036.78,baixo_valor
P00106,2023-09-28,paid_social,PT,EUR,verified,false,true,2026-07-31T12:25:24.698Z,0.0,0.0,,0,1701.08,1462.71,0.0,2023-11-24T16:42:00.000Z,2,25,2023-11-24T16:42:00.000Z,false,129,false,60.0,dormant,,0.0,1701.08,baixo_valor
P00107,2023-08-08,organic,BR,BRL,verified,false,true,2026-07-31T12:25:24.698Z,784.3499999999999,109.12,2023-11-16T16:15:00.000Z,3,0.0,0.0,0.0,,0,,2023-11-16T16:15:00.000Z,false,137,false,60.0,dormant,0.1391,,-109.12,valor_minimo
P00109,2024-01-11,paid_social,BR,BRL,verified,false,true,2026-07-31T12:25:24.698Z,2198.86,2198.86,2024-01-20T07:27:00.000Z,3,3230.52,0.0,0.0,2024-01-19T02:38:00.000Z,2,1,2024-01-20T07:27:00.000Z,false,72,false,60.0,dormant,1.0,0.6807,1031.66,medio_valor
P00110,2023-11-22,organic,AO,USD,verified,false,true,2026-07-31T12:25:24.698Z,4041.15,-914.1700000000001,2024-01-03T16:42:00.000Z,9,570.36,0.0,0.0,2023-12-14T05:26:00.000Z,2,6,2024-01-03T16:42:00.000Z,false,89,false,60.0,dormant,-0.2262,-1.6028,1484.53,valor_minimo
P00112,2023-10-10,paid_social,BR,BRL,verified,false,true,2026-07-31T12:25:24.698Z,8440.25,-1557.83,2023-12-07T22:25:00.000Z,21,3088.47,0.0,0.0,2023-11-08T17:09:00.000Z,4,11,2023-12-07T22:25:00.000Z,false,116,false,60.0,dormant,-0.1846,-0.5044,4646.3,medio_valor
P00113,2024-01-03,affiliate,PT,EUR,verified,false,true,2026-07-31T12:25:24.698Z,5403.04,-983.4500000000002,2024-01-20T11:45:00.000Z,12,5685.12,0.0,0.0,2024-01-19T22:59:00.000Z,7,2,2024-01-20T11:45:00.000Z,false,72,true,30.0,dormant,-0.182,-0.173,6668.57,alto_valor
P00114,2024-01-08,paid_social,BR,BRL,verified,false,true,2026-07-31T12:25:24.698Z,4385.6900000000005,-372.55000000000007,2024-01-18T10:32:00.000Z,9,2191.8199999999997,1865.16,0.0,2024-01-19T02:05:00.000Z,2,6,2024-01-19T02:05:00.000Z,false,73,false,60.0,dormant,-0.0849,-0.17,2564.37,medio_valor
P00116,2023-10-05,organic,AO,USD,verified,false,true,2026-07-31T12:25:24.698Z,0.0,0.0,,0,680.78,0.0,2018.56,2023-11-01T11:24:00.000Z,1,,2023-11-01T11:24:00.000Z,false,152,false,60.0,dormant,,0.0,680.78,valor_minimo
P00121,2023-11-08,influencer,BR,BRL,verified,false,true,2026-07-31T12:25:24.698Z,1915.5100000000002,-1886.25,2023-11-24T14:16:00.000Z,3,0.0,0.0,0.0,,0,,2023-11-24T14:16:00.000Z,false,129,false,60.0,dormant,-0.9847,,1886.25,valor_minimo
P00123,2023-11-01,influencer,BR,BRL,verified,false,true,2026-07-31T12:25:24.698Z,3678.04,-2886.29,2023-11-25T02:37:00.000Z,9,0.0,0.0,0.0,,0,,2023-11-25T02:37:00.000Z,false,128,false,60.0,dormant,-0.7847,,2886.29,valor_minimo
P00125,2023-12-23,influencer,BR,BRL,verified,false,true,2026-07-31T12:25:24.698Z,8193.28,-5822.07,2024-01-07T11:22:00.000Z,15,5642.28,0.0,888.63,2024-01-10T22:07:00.000Z,4,5,2024-01-10T22:07:00.000Z,false,82,false,60.0,dormant,-0.7106,-1.0319,11464.35,alto_valor
P00127,2023-08-04,influencer,BR,BRL,verified,false,true,2026-07-31T12:25:24.698Z,0.0,0.0,,0,1784.92,0.0,0.0,2023-11-07T02:14:00.000Z,2,75,2023-11-07T02:14:00.000Z,false,146,false,60.0,dormant,,0.0,1784.92,baixo_valor
P00128,2023-08-30,organic,PT,EUR,verified,false,true,2026-07-31T12:25:24.698Z,4323.77,-3099.3199999999997,2023-09-08T20:18:00.000Z,9,0.0,0.0,0.0,,0,,2023-09-08T20:18:00.000Z,false,206,false,60.0,dormant,-0.7168,,3099.32,valor_minimo
P00130,2023-11-11,unknown,BR,EUR,verified,false,true,2026-07-31T12:25:24.698Z,14414.979999999994,7030.089999999999,2024-01-19T02:53:00.000Z,24,1952.1799999999998,818.59,0.0,2024-01-17T01:29:00.000Z,2,62,2024-01-19T02:53:00.000Z,false,73,false,60.0,dormant,0.4877,3.6011,-5077.91,baixo_valor
P00132,2023-08-26,influencer,PT,EUR,verified,false,true,2026-07-31T12:25:24.698Z,3502.2799999999997,1408.2299999999998,2023-11-18T02:38:00.000Z,6,0.0,0.0,0.0,,0,,2023-11-18T02:38:00.000Z,false,135,false,60.0,dormant,0.4021,,-1408.23,valor_minimo
P00134,2023-08-18,paid_social,BR,USD,verified,false,true,2026-07-31T12:25:24.698Z,939.26,939.26,2023-10-02T12:56:00.000Z,3,2069.54,0.0,1398.85,2023-09-18T10:24:00.000Z,2,25,2023-10-02T12:56:00.000Z,false,182,false,60.0,dormant,1.0,0.4538,1130.28,baixo_valor
P00135,2023-12-22,seo,BR,USD,verified,false,true,2026-07-31T12:25:24.698Z,43705.34999999999,-5092.199999999998,2024-02-04T13:04:00.000Z,84,22057.01,4459.83,1705.1399999999999,2024-02-05T08:40:00.000Z,21,2,2024-02-05T08:40:00.000Z,false,56,true,30.0,dormant,-0.1165,-0.2309,27149.21,alto_valor
P00137,2023-10-11,influencer,BR,BRL,pending,false,true,2026-07-31T12:25:24.698Z,12556.73,-388.26000000000056,2023-10-17T23:36:00.000Z,24,3740.5499999999997,241.59,992.77,2023-10-13T01:29:00.000Z,3,1,2023-10-17T23:36:00.000Z,false,167,false,60.0,dormant,-0.0309,-0.1038,4128.81,medio_valor
P00138,2024-01-03,unknown,AO,USD,verified,false,true,2026-07-31T12:25:24.698Z,13242.63,6349.58,2024-02-16T14:41:00.000Z,24,4733.4,0.0,0.0,2024-02-13T15:34:00.000Z,7,4,2024-02-16T14:41:00.000Z,false,45,true,30.0,dormant,0.4795,1.3414,-1616.18,medio_valor
P00139,2023-08-02,unknown,BR,EUR,verified,false,true,2026-07-31T12:25:24.698Z,44720.37000000002,-3342.7900000000004,2023-12-14T03:17:00.000Z,84,26484.699999999993,945.86,1045.33,2023-11-29T09:14:00.000Z,21,4,2023-12-14T03:17:00.000Z,false,109,true,30.0,dormant,-0.0747,-0.1262,29827.49,alto_valor
P00140,2023-09-25,affiliate,BR,BRL,verified,false,true,2026-07-31T12:25:24.698Z,12045.150000000001,3776.9699999999993,2023-10-16T04:15:00.000Z,27,3238.9,575.04,1727.3,2023-10-08T19:24:00.000Z,3,2,2023-10-16T04:15:00.000Z,false,168,false,60.0,dormant,0.3136,1.1661,-538.07,medio_valor
P00143,2024-01-18,unknown,BR,BRL,verified,false,true,2026-07-31T12:25:24.698Z,40394.63,7535.510000000001,2024-02-19T09:49:00.000Z,81,23506.699999999993,1292.98,553.57,2024-02-18T14:06:00.000Z,23,1,2024-02-19T09:49:00.000Z,false,42,true,30.0,dormant,0.1865,0.3206,15971.19,alto_valor
P00144,2023-10-14,seo,BR,EUR,verified,false,true,2026-07-31T12:25:24.698Z,6561.970000000001,205.0999999999999,2024-01-10T17:15:00.000Z,12,5533.19,1731.93,0.0,2024-01-05T01:11:00.000Z,8,7,2024-01-10T17:15:00.000Z,false,82,true,30.0,dormant,0.0313,0.0371,5328.09,alto_valor
P00145,2023-08-19,unknown,BR,BRL,pending,false,true,2026-07-31T12:25:24.698Z,11902.920000000002,677.9100000000003,2024-01-09T10:07:00.000Z,21,7751.849999999999,853.46,0.0,2024-02-12T00:46:00.000Z,6,14,2024-02-12T00:46:00.000Z,false,49,true,35.0,dormant,0.057,0.0875,7073.94,alto_valor
P00150,2023-08-20,seo,BR,BRL,verified,false,true,2026-07-31T12:25:24.698Z,2647.9700000000003,2647.9700000000003,2023-12-12T19:37:00.000Z,3,0.0,0.0,0.0,,0,,2023-12-12T19:37:00.000Z,false,111,false,60.0,dormant,1.0,,-2647.97,valor_minimo
P00154,2023-11-24,affiliate,AO,USD,verified,false,true,2026-07-31T12:25:24.698Z,2817.28,948.0100000000002,2023-12-19T18:15:00.000Z,6,729.48,0.0,0.0,2023-12-18T22:39:00.000Z,2,6,2023-12-19T18:15:00.000Z,false,104,false,60.0,dormant,0.3365,1.2996,-218.53,valor_minimo
P00156,2023-12-13,organic,BR,USD,verified,false,true,2026-07-31T12:25:24.698Z,11484.800000000001,2380.8,2024-03-01T13:09:00.000Z,24,4438.65,0.0,0.0,2024-01-29T05:22:00.000Z,5,1,2024-03-01T13:09:00.000Z,false,31,true,30.0,dormant,0.2073,0.5364,2057.85,medio_valor
P00159,2023-12-31,seo,PT,EUR,verified,false,true,2026-07-31T12:25:24.698Z,2979.5,-1016.1099999999999,2024-01-31T06:26:00.000Z,6,0.0,0.0,0.0,,0,,2024-01-31T06:26:00.000Z,false,61,false,60.0,dormant,-0.341,,1016.11,valor_minimo
P00163,2024-01-07,paid_social,PT,USD,verified,false,true,2026-07-31T12:25:24.698Z,704.15,77.73000000000002,2024-01-30T02:57:00.000Z,3,0.0,0.0,950.22,,0,,2024-01-30T02:57:00.000Z,false,62,false,60.0,dormant,0.1104,,-77.73,valor_minimo
P00165,2023-11-03,seo,BR,BRL,verified,false,true,2026-07-31T12:25:24.698Z,5040.8,-516.04,2023-12-10T12:21:00.000Z,9,878.37,0.0,0.0,2023-11-11T01:01:00.000Z,1,,2023-12-10T12:21:00.000Z,false,113,false,60.0,dormant,-0.1024,-0.5875,1394.41,valor_minimo
