deposit_id,player_id,deposit_ts,amount,currency,status,_source_file,_ingested_at
D0000423,P00112,2023-10-10T18:23:00Z,716.73,BRL,confirmed,file:/home/claude/flutter-martech-case/data/deposits.csv,2026-07-31T14:05:48.946Z
D0001149,P00208,2024-02-13T22:51:00Z,1754.99,BRL,confirmed,file:/home/claude/flutter-martech-case/data/deposits.csv,2026-07-31T14:05:48.946Z
D0000120,P00030,2024-01-29T00:14:00Z,50.60,EUR,confirmed,file:/home/claude/flutter-martech-case/data/deposits.csv,2026-07-31T14:05:48.946Z
D0000555,P00138,2024-01-10T22:35:00Z,71.42,USD,confirmed,file:/home/claude/flutter-martech-case/data/deposits.csv,2026-07-31T14:05:48.946Z
D0000908,P00210,2023-11-15T04:13:00Z,1087.13,BRL,pending,file:/home/claude/flutter-martech-case/data/deposits.csv,2026-07-31T14:05:48.946Z
D0000585,P00140,2023-10-08T19:24:00Z,936.07,BRL,confirmed,file:/home/claude/flutter-martech-case/data/deposits.csv,2026-07-31T14:05:48.946Z
D0000469,P00118,2023-10-26T05:44:00Z,672.67,BRL,confirmed,file:/home/claude/flutter-martech-case/data/deposits.csv,2026-07-31T14:05:48.946Z
D0001032,P00224,2024-03-22T23:44:00Z,336.07,EUR,confirmed,file:/home/claude/flutter-martech-case/data/deposits.csv,2026-07-31T14:05:48.946Z
D0000379,P00100,2023-12-21T10:12:00Z,1382.06,BRL,failed,file:/home/claude/flutter-martech-case/data/deposits.csv,2026-07-31T14:05:48.946Z
D0000456,P00116,2023-10-25T07:40:00Z,398.77,USD,failed,file:/home/claude/flutter-martech-case/data/deposits.csv,2026-07-31T14:05:48.946Z
D0000425,P00112,2023-10-13T02:57:00Z,815.22,BRL,confirmed,file:/home/claude/flutter-martech-case/data/deposits.csv,2026-07-31T14:05:48.946Z
D0000697,P00157,2024-03-10T07:31:00Z,1917.37,BRL,pending,file:/home/claude/flutter-martech-case/data/deposits.csv,2026-07-31T14:05:48.946Z
D0000099,P00028,2023-11-11T17:44:00Z,1220.02,BRL,confirmed,file:/home/claude/flutter-martech-case/data/deposits.csv,2026-07-31T14:05:48.946Z
D0000515,P00134,2023-09-18T10:24:00Z,162.80,EUR,confirmed,file:/home/claude/flutter-martech-case/data/deposits.csv,2026-07-31T14:05:48.946Z
D0000089,P00026,2024-03-07T14:03:00Z,210.72,BRL,confirmed,file:/home/claude/flutter-martech-case/data/deposits.csv,2026-07-31T14:05:48.946Z
D0000536,P00135,2024-01-17T00:12:00Z,228.56,USD,confirmed,file:/home/claude/flutter-martech-case/data/deposits.csv,2026-07-31T14:05:48.946Z
D0000369,P00098,2023-11-24T11:37:00Z,1121.71,BRL,confirmed,file:/home/claude/flutter-martech-case/data/deposits.csv,2026-07-31T14:05:48.946Z
D0000184,P00046,2023-10-13T21:45:00Z,978.71,BRL,confirmed,file:/home/claude/flutter-martech-case/data/deposits.csv,2026-07-31T14:05:48.946Z
D0000009,P00003,2023-11-26T11:11:00Z,736.74,BRL,confirmed,file:/home/claude/flutter-martech-case/data/deposits.csv,2026-07-31T14:05:48.946Z
D0000571,P00139,2023-08-31T19:11:00Z,952.67,BRL,confirmed,file:/home/claude/flutter-martech-case/data/deposits.csv,2026-07-31T14:05:48.946Z
D0000066,P00021,2023-10-01T02:24:00Z,1906.09,BRL,confirmed,file:/home/claude/flutter-martech-case/data/deposits.csv,2026-07-31T14:05:48.946Z
D0000752,P00177,2024-02-19T00:53:00Z,674.94,BRL,confirmed,file:/home/claude/flutter-martech-case/data/deposits.csv,2026-07-31T14:05:48.946Z
D0000853,P00196,2024-01-01T12:35:00Z,1704.80,BRL,confirmed,file:/home/claude/flutter-martech-case/data/deposits.csv,2026-07-31T14:05:48.946Z
D0000811,P00193,2024-01-02T20:08:00Z,1032.31,BRL,pending,file:/home/claude/flutter-martech-case/data/deposits.csv,2026-07-31T14:05:48.946Z
D0000858,P00198,2023-12-13T05:38:00Z,84.70,EUR,failed,file:/home/claude/flutter-martech-case/data/deposits.csv,2026-07-31T14:05:48.946Z
D0001070,P00234,2023-08-18T06:37:00Z,138.43,EUR,confirmed,file:/home/claude/flutter-martech-case/data/deposits.csv,2026-07-31T14:05:48.946Z
D0000983,P00217,2024-02-26T08:23:00Z,705.93,BRL,confirmed,file:/home/claude/flutter-martech-case/data/deposits.csv,2026-07-31T14:05:48.946Z
D0000396,P00104,2024-03-02T11:51:00Z,111.31,USD,confirmed,file:/home/claude/flutter-martech-case/data/deposits.csv,2026-07-31T14:05:48.946Z
D0000847,P00195,2024-01-21T02:52:00Z,39.80,EUR,confirmed,file:/home/claude/flutter-martech-case/data/deposits.csv,2026-07-31T14:05:48.946Z
D0000214,P00054,2023-10-28T00:54:00Z,1058.72,BRL,confirmed,file:/home/claude/flutter-martech-case/data/deposits.csv,2026-07-31T14:05:48.946Z
D0000481,P00120,2024-01-27T17:35:00Z,463.16,BRL,confirmed,file:/home/claude/flutter-martech-case/data/deposits.csv,2026-07-31T14:05:48.946Z
D0000945,P00216,2023-11-30T05:04:00Z,1838.14,BRL,confirmed,file:/home/claude/flutter-martech-case/data/deposits.csv,2026-07-31T14:05:48.946Z
D0001041,P00227,2024-02-16T15:14:00Z,346.05,EUR,failed,file:/home/claude/flutter-martech-case/data/deposits.csv,2026-07-31T14:05:48.946Z
D0001047,P00229,2023-12-03T08:32:00Z,165.32,USD,confirmed,file:/home/claude/flutter-martech-case/data/deposits.csv,2026-07-31T14:05:48.946Z
D0000007,P00002,2024-02-10T11:43:00Z,1161.09,BRL,confirmed,file:/home/claude/flutter-martech-case/data/deposits.csv,2026-07-31T14:05:48.946Z
D0000632,P00144,2023-12-21T16:31:00Z,89.22,EUR,confirmed,file:/home/claude/flutter-martech-case/data/deposits.csv,2026-07-31T14:05:48.946Z
D0001118,P00249,2023-12-11T00:53:00Z,276.38,EUR,confirmed,file:/home/claude/flutter-martech-case/data/deposits.csv,2026-07-31T14:05:48.946Z
D0001124,P00249,2023-12-11T10:22:00Z,206.20,EUR,confirmed,file:/home/claude/flutter-martech-case/data/deposits.csv,2026-07-31T14:05:48.946Z
D0000125,P00031,2023-12-11T20:21:00Z,127.78,EUR,failed,file:/home/claude/flutter-martech-case/data/deposits.csv,2026-07-31T14:05:48.946Z
D0000962,P00217,2024-02-27T05:37:00Z,1964.75,BRL,confirmed,file:/home/claude/flutter-martech-case/data/deposits.csv,2026-07-31T14:05:48.946Z
D0000802,P00189,2023-11-28T18:17:00Z,79.07,EUR,pending,file:/home/claude/flutter-martech-case/data/deposits.csv,2026-07-31T14:05:48.946Z
D0000202,P00050,2023-10-08T19:32:00Z,284.81,USD,confirmed,file:/home/claude/flutter-martech-case/data/deposits.csv,2026-07-31T14:05:48.946Z
D0001038,P00227,2024-02-28T05:17:00Z,1894.46,BRL,confirmed,file:/home/claude/flutter-martech-case/data/deposits.csv,2026-07-31T14:05:48.946Z
D0000284,P00072,2024-01-31T17:02:00Z,1396.66,BRL,confirmed,file:/home/claude/flutter-martech-case/data/deposits.csv,2026-07-31T14:05:48.946Z
D0000710,P00158,2024-03-15T15:44:00Z,900.33,BRL,confirmed,file:/home/claude/flutter-martech-case/data/deposits.csv,2026-07-31T14:05:48.946Z
D0000792,P00188,2024-01-22T00:41:00Z,164.11,EUR,confirmed,file:/home/claude/flutter-martech-case/data/deposits.csv,2026-07-31T14:05:48.946Z
D0000532,P00135,2024-01-11T22:39:00Z,1171.53,BRL,confirmed,file:/home/claude/flutter-martech-case/data/deposits.csv,2026-07-31T14:05:48.946Z
D0000687,P00156,2024-01-02T01:16:00Z,130.25,BRL,confirmed,file:/home/claude/flutter-martech-case/data/deposits.csv,2026-07-31T14:05:48.946Z
D0001096,P00244,2023-10-03T01:42:00Z,938.78,BRL,confirmed,file:/home/claude/flutter-martech-case/data/deposits.csv,2026-07-31T14:05:48.946Z
D0000475,P00118,2023-11-09T05:59:00Z,189.71,BRL,confirmed,file:/home/claude/flutter-martech-case/data/deposits.csv,2026-07-31T14:05:48.946Z
D0000978,P00217,2024-02-29T16:33:00Z,1061.84,BRL,confirmed,file:/home/claude/flutter-martech-case/data/deposits.csv,2026-07-31T14:05:48.946Z
D0000559,P00138,2024-01-08T12:53:00Z,79.80,USD,confirmed,file:/home/claude/flutter-martech-case/data/deposits.csv,2026-07-31T14:05:48.946Z
D0000751,P00177,2024-02-11T13:22:00Z,202.93,USD,pending,file:/home/claude/flutter-martech-case/data/deposits.csv,2026-07-31T14:05:48.946Z
D0001093,P00244,2023-09-12T08:49:00Z,420.22,BRL,confirmed,file:/home/claude/flutter-martech-case/data/deposits.csv,2026-07-31T14:05:48.946Z
D0000454,P00115,2023-11-05T02:11:00Z,1347.22,BRL,failed,file:/home/claude/flutter-martech-case/data/deposits.csv,2026-07-31T14:05:48.946Z
D0000494,P00125,2023-12-27T01:44:00Z,1383.89,BRL,confirmed,file:/home/claude/flutter-martech-case/data/deposits.csv,2026-07-31T14:05:48.946Z
D0000647,P00147,2024-03-21T02:54:00Z,153.48,BRL,confirmed,file:/home/claude/flutter-martech-case/data/deposits.csv,2026-07-31T14:05:48.946Z
D0000351,P00094,2023-11-16T09:49:00Z,886.46,BRL,pending,file:/home/claude/flutter-martech-case/data/deposits.csv,2026-07-31T14:05:48.946Z
D0000443,P00115,2023-11-05T15:49:00Z,1647.15,BRL,confirmed,file:/home/claude/flutter-martech-case/data/deposits.csv,2026-07-31T14:05:48.946Z
D0000857,P00197,2023-08-16T16:30:00Z,158.32,EUR,confirmed,file:/home/claude/flutter-martech-case/data/deposits.csv,2026-07-31T14:05:48.946Z
D0000269,P00070,2024-03-06T19:13:00Z,432.05,BRL,confirmed,file:/home/claude/flutter-martech-case/data/deposits.csv,2026-07-31T14:05:48.946Z
D0001129,P00250,2023-09-19T23:44:00Z,33.99,EUR,confirmed,file:/home/claude/flutter-martech-case/data/deposits.csv,2026-07-31T14:05:48.946Z
D0000325,P00082,2024-03-08T16:40:00Z,1788.03,BRL,confirmed,file:/home/claude/flutter-martech-case/data/deposits.csv,2026-07-31T14:05:48.946Z
D0000353,P00094,2023-11-20T21:05:00Z,546.31,BRL,confirmed,file:/home/claude/flutter-martech-case/data/deposits.csv,2026-07-31T14:05:48.946Z
D0000359,P00095,2023-12-13T15:47:00Z,647.97,BRL,confirmed,file:/home/claude/flutter-martech-case/data/deposits.csv,2026-07-31T14:05:48.946Z
D0000656,P00148,2024-03-11T04:07:00Z,112.58,BRL,confirmed,file:/home/claude/flutter-martech-case/data/deposits.csv,2026-07-31T14:05:48.946Z
D0000836,P00193,2023-12-30T01:29:00Z,1078.19,BRL,confirmed,file:/home/claude/flutter-martech-case/data/deposits.csv,2026-07-31T14:05:48.946Z
D0000060,P00019,2024-01-25T12:39:00Z,189.42,EUR,confirmed,file:/home/claude/flutter-martech-case/data/deposits.csv,2026-07-31T14:05:48.946Z
D0000609,P00143,2024-01-22T06:46:00Z,1074.27,BRL,confirmed,file:/home/claude/flutter-martech-case/data/deposits.csv,2026-07-31T14:05:48.946Z
D0000016,P00005,2023-09-18T09:15:00Z,40.82,USD,pending,file:/home/claude/flutter-martech-case/data/deposits.csv,2026-07-31T14:05:48.946Z
D0000061,P00019,2024-01-08T13:52:00Z,128.29,EUR,failed,file:/home/claude/flutter-martech-case/data/deposits.csv,2026-07-31T14:05:48.946Z
D0000180,P00044,2023-09-24T03:29:00Z,770.33,BRL,confirmed,file:/home/claude/flutter-martech-case/data/deposits.csv,2026-07-31T14:05:48.946Z
D0000478,P00120,2024-01-27T15:09:00Z,1852.22,BRL,confirmed,file:/home/claude/flutter-martech-case/data/deposits.csv,2026-07-31T14:05:48.946Z
D0000753,P00178,2024-03-16T13:24:00Z,1188.74,BRL,confirmed,file:/home/claude/flutter-martech-case/data/deposits.csv,2026-07-31T14:05:48.946Z
D0000071,P00022,2023-12-19T11:27:00Z,131.14,BRL,confirmed,file:/home/claude/flutter-martech-case/data/deposits.csv,2026-07-31T14:05:48.946Z
D0001128,P00250,2023-09-19T08:44:00Z,38.31,EUR,confirmed,file:/home/claude/flutter-martech-case/data/deposits.csv,2026-07-31T14:05:48.946Z
D0001043,P00228,2024-03-01T22:08:00Z,151.61,BRL,pending,file:/home/claude/flutter-martech-case/data/deposits.csv,2026-07-31T14:05:48.946Z
D0000029,P00006,2024-02-21T01:39:00Z,1375.40,BRL,confirmed,file:/home/claude/flutter-martech-case/data/deposits.csv,2026-07-31T14:05:48.946Z
D0000267,P00070,2024-03-10T10:44:00Z,1930.65,BRL,confirmed,file:/home/claude/flutter-martech-case/data/deposits.csv,2026-07-31T14:05:48.946Z
D0000708,P00158,2024-03-14T10:44:00Z,313.51,EUR,confirmed,file:/home/claude/flutter-martech-case/data/deposits.csv,2026-07-31T14:05:48.946Z
D0000215,P00054,2023-11-24T14:18:00Z,1377.47,BRL,confirmed,file:/home/claude/flutter-martech-case/data/deposits.csv,2026-07-31T14:05:48.946Z
D0000273,P00071,2024-02-11T02:37:00Z,182.83,EUR,pending,file:/home/claude/flutter-martech-case/data/deposits.csv,2026-07-31T14:05:48.946Z
D0000166,P00041,2024-01-14T14:56:00Z,40.17,EUR,confirmed,file:/home/claude/flutter-martech-case/data/deposits.csv,2026-07-31T14:05:48.946Z
D0000262,P00069,2024-02-20T00:35:00Z,16.93,USD,confirmed,file:/home/claude/flutter-martech-case/data/deposits.csv,2026-07-31T14:05:48.946Z
D0000463,P00118,2023-11-27T02:04:00Z,1162.45,BRL,confirmed,file:/home/claude/flutter-martech-case/data/deposits.csv,2026-07-31T14:05:48.946Z
D0000950,P00216,2023-11-24T01:58:00Z,1703.00,BRL,confirmed,file:/home/claude/flutter-martech-case/data/deposits.csv,2026-07-31T14:05:48.946Z
D0001100,P00245,2024-03-17T20:46:00Z,1850.16,BRL,confirmed,file:/home/claude/flutter-martech-case/data/deposits.csv,2026-07-31T14:05:48.946Z
D0000057,P00016,2023-10-19T14:25:00Z,1278.03,BRL,confirmed,file:/home/claude/flutter-martech-case/data/deposits.csv,2026-07-31T14:05:48.946Z
D0000235,P00060,2024-01-17T14:02:00Z,67.45,EUR,confirmed,file:/home/claude/flutter-martech-case/data/deposits.csv,2026-07-31T14:05:48.946Z
D0000421,P00111,2024-01-08T11:11:00Z,16.59,EUR,confirmed,file:/home/claude/flutter-martech-case/data/deposits.csv,2026-07-31T14:05:48.946Z
D0000911,P00212,2024-02-05T02:49:00Z,1106.47,BRL,confirmed,file:/home/claude/flutter-martech-case/data/deposits.csv,2026-07-31T14:05:48.946Z
D0000786,P00188,2024-01-18T21:25:00Z,301.60,EUR,confirmed,file:/home/claude/flutter-martech-case/data/deposits.csv,2026-07-31T14:05:48.946Z
D0000521,P00135,2024-01-06T08:38:00Z,1335.97,BRL,confirmed,file:/home/claude/flutter-martech-case/data/deposits.csv,2026-07-31T14:05:48.946Z
D0000539,P00135,2024-01-02T09:30:00Z,1675.96,BRL,pending,file:/home/claude/flutter-martech-case/data/deposits.csv,2026-07-31T14:05:48.946Z
D0000282,P00072,2024-03-07T10:01:00Z,1702.24,BRL,failed,file:/home/claude/flutter-martech-case/data/deposits.csv,2026-07-31T14:05:48.946Z
D0000654,P00148,2024-03-14T22:29:00Z,1786.45,BRL,confirmed,file:/home/claude/flutter-martech-case/data/deposits.csv,2026-07-31T14:05:48.946Z
D0001082,P00241,2023-12-26T16:02:00Z,307.92,EUR,confirmed,file:/home/claude/flutter-martech-case/data/deposits.csv,2026-07-31T14:05:48.946Z
D0000246,P00066,2023-12-29T00:54:00Z,47.05,USD,confirmed,file:/home/claude/flutter-martech-case/data/deposits.csv,2026-07-31T14:05:48.946Z
D0000657,P00148,2024-03-16T03:18:00Z,865.54,BRL,confirmed,file:/home/claude/flutter-martech-case/data/deposits.csv,2026-07-31T14:05:48.946Z
D0000348,P00094,2023-11-23T13:56:00Z,395.97,BRL,failed,file:/home/claude/flutter-martech-case/data/deposits.csv,2026-07-31T14:05:48.946Z
D0000567,P00139,2023-08-20T07:39:00Z,1088.85,BRL,confirmed,file:/home/claude/flutter-martech-case/data/deposits.csv,2026-07-31T14:05:48.946Z
D0000605,P00143,2024-01-24T08:58:00Z,1292.98,BRL,pending,file:/home/claude/flutter-martech-case/data/deposits.csv,2026-07-31T14:05:48.946Z
D0000026,P00006,2024-03-14T08:53:00Z,341.27,EUR,confirmed,file:/home/claude/flutter-martech-case/data/deposits.csv,2026-07-31T14:05:48.946Z
D0000869,P00201,2023-09-19T20:09:00Z,1535.83,BRL,confirmed,file:/home/claude/flutter-martech-case/data/deposits.csv,2026-07-31T14:05:48.946Z
D0000468,P00118,2023-11-17T13:03:00Z,1860.87,BRL,confirmed,file:/home/claude/flutter-martech-case/data/deposits.csv,2026-07-31T14:05:48.946Z
D0000926,P00215,2024-02-23T03:20:00Z,1517.75,BRL,confirmed,file:/home/claude/flutter-martech-case/data/deposits.csv,2026-07-31T14:05:48.946Z
D0000098,P00028,2023-12-07T04:05:00Z,663.28,BRL,confirmed,file:/home/claude/flutter-martech-case/data/deposits.csv,2026-07-31T14:05:48.946Z
D0001003,P00220,2024-02-09T21:25:00Z,13.76,EUR,confirmed,file:/home/claude/flutter-martech-case/data/deposits.csv,2026-07-31T14:05:48.946Z
D0001015,P00222,2023-11-26T09:04:00Z,542.89,BRL,confirmed,file:/home/claude/flutter-martech-case/data/deposits.csv,2026-07-31T14:05:48.946Z
D0000706,P00158,2024-03-14T11:29:00Z,335.49,USD,confirmed,file:/home/claude/flutter-martech-case/data/deposits.csv,2026-07-31T14:05:48.946Z
D0000688,P00156,2024-01-29T05:22:00Z,1146.85,BRL,confirmed,file:/home/claude/flutter-martech-case/data/deposits.csv,2026-07-31T14:05:48.946Z
D0000768,P00184,2023-11-21T09:15:00Z,33.35,USD,confirmed,file:/home/claude/flutter-martech-case/data/deposits.csv,2026-07-31T14:05:48.946Z
D0000150,P00037,2023-11-23T18:47:00Z,520.25,BRL,confirmed,file:/home/claude/flutter-martech-case/data/deposits.csv,2026-07-31T14:05:48.946Z
D0000418,P00111,2023-12-07T15:17:00Z,281.99,EUR,confirmed,file:/home/claude/flutter-martech-case/data/deposits.csv,2026-07-31T14:05:48.946Z
D0000941,P00216,2023-10-13T07:07:00Z,679.85,BRL,failed,file:/home/claude/flutter-martech-case/data/deposits.csv,2026-07-31T14:05:48.946Z
D0000462,P00118,2023-10-29T03:16:00Z,566.73,BRL,failed,file:/home/claude/flutter-martech-case/data/deposits.csv,2026-07-31T14:05:48.946Z
D0000954,P00216,2023-11-19T10:37:00Z,1367.76,BRL,confirmed,file:/home/claude/flutter-martech-case/data/deposits.csv,2026-07-31T14:05:48.946Z
D0000200,P00050,2023-09-26T19:56:00Z,1038.25,BRL,confirmed,file:/home/claude/flutter-martech-case/data/deposits.csv,2026-07-31T14:05:48.946Z
D0001049,P00229,2023-11-07T04:34:00Z,212.30,BRL,failed,file:/home/claude/flutter-martech-case/data/deposits.csv,2026-07-31T14:05:48.946Z
D0001005,P00220,2024-02-23T08:45:00Z,303.37,BRL,confirmed,file:/home/claude/flutter-martech-case/data/deposits.csv,2026-07-31T14:05:48.946Z
D0000724,P00166,2024-03-24T12:30:00Z,113.95,BRL,confirmed,file:/home/claude/flutter-martech-case/data/deposits.csv,2026-07-31T14:05:48.946Z
D0001086,P00241,2023-12-26T03:16:00Z,362.03,USD,confirmed,file:/home/claude/flutter-martech-case/data/deposits.csv,2026-07-31T14:05:48.946Z
D0000659,P00151,2024-02-14T19:17:00Z,1991.55,BRL,confirmed,file:/home/claude/flutter-martech-case/data/deposits.csv,2026-07-31T14:05:48.946Z
D0000691,P00156,2024-01-01T14:18:00Z,195.69,EUR,confirmed,file:/home/claude/flutter-martech-case/data/deposits.csv,2026-07-31T14:05:48.946Z
D0000117,P00030,2024-01-25T06:58:00Z,14.18,EUR,confirmed,file:/home/claude/flutter-martech-case/data/deposits.csv,2026-07-31T14:05:48.946Z
D0000762,P00182,2023-12-21T12:37:00Z,1917.99,BRL,confirmed,file:/home/claude/flutter-martech-case/data/deposits.csv,2026-07-31T14:05:48.946Z
D0000791,P00188,2023-10-15T13:52:00Z,182.15,EUR,confirmed,file:/home/claude/flutter-martech-case/data/deposits.csv,2026-07-31T14:05:48.946Z
D0000518,P00135,2024-02-05T08:40:00Z,130.71,USD,confirmed,file:/home/claude/flutter-martech-case/data/deposits.csv,2026-07-31T14:05:48.946Z
D0001026,P00222,2023-11-15T19:10:00Z,1770.46,BRL,confirmed,file:/home/claude/flutter-martech-case/data/deposits.csv,2026-07-31T14:05:48.946Z
D0000894,P00207,2023-12-15T23:32:00Z,995.29,BRL,confirmed,file:/home/claude/flutter-martech-case/data/deposits.csv,2026-07-31T14:05:48.946Z
D0000316,P00081,2023-10-18T15:36:00Z,108.57,USD,confirmed,file:/home/claude/flutter-martech-case/data/deposits.csv,2026-07-31T14:05:48.946Z
D0000094,P00027,2024-02-26T20:41:00Z,796.31,BRL,failed,file:/home/claude/flutter-martech-case/data/deposits.csv,2026-07-31T14:05:48.946Z
D0000520,P00135,2024-01-20T13:31:00Z,1022.35,BRL,failed,file:/home/claude/flutter-martech-case/data/deposits.csv,2026-07-31T14:05:48.946Z
D0000948,P00216,2023-11-18T13:28:00Z,511.65,BRL,confirmed,file:/home/claude/flutter-martech-case/data/deposits.csv,2026-07-31T14:05:48.946Z
D0001069,P00232,2024-03-27T08:58:00Z,393.35,USD,failed,file:/home/claude/flutter-martech-case/data/deposits.csv,2026-07-31T14:05:48.946Z
D0001125,P00249,2023-12-11T00:02:00Z,243.90,EUR,confirmed,file:/home/claude/flutter-martech-case/data/deposits.csv,2026-07-31T14:05:48.946Z
D0000525,P00135,2024-01-17T14:44:00Z,364.60,BRL,confirmed,file:/home/claude/flutter-martech-case/data/deposits.csv,2026-07-31T14:05:48.946Z
D0000410,P00109,2024-01-19T02:38:00Z,1940.61,BRL,confirmed,file:/home/claude/flutter-martech-case/data/deposits.csv,2026-07-31T14:05:48.946Z
D0000633,P00144,2024-01-05T01:11:00Z,25.57,EUR,confirmed,file:/home/claude/flutter-martech-case/data/deposits.csv,2026-07-31T14:05:48.946Z
D0000465,P00118,2023-11-12T00:51:00Z,235.96,BRL,confirmed,file:/home/claude/flutter-martech-case/data/deposits.csv,2026-07-31T14:05:48.946Z
D0000973,P00217,2024-02-01T07:23:00Z,1600.05,BRL,confirmed,file:/home/claude/flutter-martech-case/data/deposits.csv,2026-07-31T14:05:48.946Z
D0000668,P00153,2024-03-09T05:02:00Z,37.57,USD,failed,file:/home/claude/flutter-martech-case/data/deposits.csv,2026-07-31T14:05:48.946Z
D0000140,P00036,2023-09-12T18:05:00Z,435.61,BRL,confirmed,file:/home/claude/flutter-martech-case/data/deposits.csv,2026-07-31T14:05:48.946Z
