rate_date,eur_to_brl,eur_to_usd,was_forward_filled,_ingested_at
2023-11-15,5.2239,1.0616,false,2026-07-31T12:24:28.994Z
2023-11-16,5.2455,1.0573,false,2026-07-31T12:24:28.994Z
2023-11-17,5.2298,1.059,false,2026-07-31T12:24:28.994Z
2023-11-18,5.2298,1.059,true,2026-07-31T12:24:28.994Z
2023-11-19,5.2298,1.059,true,2026-07-31T12:24:28.994Z
2023-11-20,5.2126,1.0553,false,2026-07-31T12:24:28.994Z
2023-11-21,5.2387,1.056,false,2026-07-31T12:24:28.994Z
2023-11-22,5.2371,1.0589,false,2026-07-31T12:24:28.994Z
2023-11-23,5.2556,1.0558,false,2026-07-31T12:24:28.994Z
2023-11-24,5.2314,1.0551,false,2026-07-31T12:24:28.994Z
2023-11-25,5.2314,1.0551,true,2026-07-31T12:24:28.994Z
2023-11-26,5.2314,1.0551,true,2026-07-31T12:24:28.994Z
2023-11-27,5.2268,1.0547,false,2026-07-31T12:24:28.994Z
2023-11-28,5.2405,1.0565,false,2026-07-31T12:24:28.994Z
2023-11-29,5.2696,1.0525,false,2026-07-31T12:24:28.994Z
2023-11-30,5.2637,1.0509,false,2026-07-31T12:24:28.994Z
2023-12-01,5.2854,1.0483,false,2026-07-31T12:24:28.994Z
2023-12-02,5.2854,1.0483,true,2026-07-31T12:24:28.994Z
2023-12-03,5.2854,1.0483,true,2026-07-31T12:24:28.994Z
2023-12-04,5.2668,1.0478,false,2026-07-31T12:24:28.994Z
2023-12-05,5.2622,1.0456,false,2026-07-31T12:24:28.994Z
2023-12-06,5.2472,1.0498,false,2026-07-31T12:24:28.994Z
2023-12-07,5.2437,1.0535,false,2026-07-31T12:24:28.994Z
2023-12-08,5.2468,1.049,false,2026-07-31T12:24:28.994Z
2023-12-09,5.2468,1.049,true,2026-07-31T12:24:28.994Z
2023-12-10,5.2468,1.049,true,2026-07-31T12:24:28.994Z
2023-12-11,5.2767,1.0523,false,2026-07-31T12:24:28.994Z
2023-12-12,5.3049,1.0566,false,2026-07-31T12:24:28.994Z
2023-12-13,5.3258,1.0533,false,2026-07-31T12:24:28.994Z
2023-12-14,5.3249,1.0504,false,2026-07-31T12:24:28.994Z
2023-12-15,5.319,1.046,false,2026-07-31T12:24:28.994Z
2023-12-16,5.319,1.046,true,2026-07-31T12:24:28.994Z
2023-12-17,5.319,1.046,true,2026-07-31T12:24:28.994Z
2023-12-18,5.3117,1.0508,false,2026-07-31T12:24:28.994Z
2023-12-19,5.2976,1.0537,false,2026-07-31T12:24:28.994Z
2023-12-20,5.2949,1.0529,false,2026-07-31T12:24:28.994Z
2023-12-21,5.3224,1.0579,false,2026-07-31T12:24:28.994Z
2023-12-22,5.3257,1.06,false,2026-07-31T12:24:28.994Z
2023-12-23,5.3257,1.06,true,2026-07-31T12:24:28.994Z
2023-12-24,5.3257,1.06,true,2026-07-31T12:24:28.994Z
2023-12-25,5.305,1.058,false,2026-07-31T12:24:28.994Z
2023-12-26,5.3331,1.0588,false,2026-07-31T12:24:28.994Z
2023-12-27,5.3357,1.0613,false,2026-07-31T12:24:28.994Z
2023-12-28,5.3091,1.0621,false,2026-07-31T12:24:28.994Z
2023-12-29,5.3093,1.0656,false,2026-07-31T12:24:28.994Z
2023-12-30,5.3093,1.0656,true,2026-07-31T12:24:28.994Z
2023-12-31,5.3093,1.0656,true,2026-07-31T12:24:28.994Z
2024-01-01,5.2887,1.0703,false,2026-07-31T12:24:28.994Z
2024-01-02,5.2635,1.0671,false,2026-07-31T12:24:28.994Z
2024-01-03,5.2692,1.0689,false,2026-07-31T12:24:28.994Z
2024-01-04,5.2533,1.0651,false,2026-07-31T12:24:28.994Z
2024-01-05,5.2767,1.0625,false,2026-07-31T12:24:28.994Z
2024-01-06,5.2767,1.0625,true,2026-07-31T12:24:28.994Z
2024-01-07,5.2767,1.0625,true,2026-07-31T12:24:28.994Z
2024-01-08,5.2824,1.0637,false,2026-07-31T12:24:28.994Z
2024-01-09,5.2776,1.0646,false,2026-07-31T12:24:28.994Z
2024-01-10,5.2789,1.0689,false,2026-07-31T12:24:28.994Z
2024-01-11,5.2612,1.0711,false,2026-07-31T12:24:28.994Z
2024-01-12,5.2455,1.07,false,2026-07-31T12:24:28.994Z
2024-01-13,5.2455,1.07,true,2026-07-31T12:24:28.994Z
2024-01-14,5.2455,1.07,true,2026-07-31T12:24:28.994Z
2024-01-15,5.2558,1.068,false,2026-07-31T12:24:28.994Z
2024-01-16,5.2448,1.0705,false,2026-07-31T12:24:28.994Z
2024-01-17,5.2191,1.0701,false,2026-07-31T12:24:28.994Z
2024-01-18,5.249,1.0751,false,2026-07-31T12:24:28.994Z
2024-01-19,5.2234,1.0722,false,2026-07-31T12:24:28.994Z
2024-01-20,5.2234,1.0722,true,2026-07-31T12:24:28.994Z
2024-01-21,5.2234,1.0722,true,2026-07-31T12:24:28.994Z
2024-01-22,5.2093,1.0766,false,2026-07-31T12:24:28.994Z
2024-01-23,5.2322,1.0803,false,2026-07-31T12:24:28.994Z
2024-01-24,5.2244,1.0769,false,2026-07-31T12:24:28.994Z
2024-01-25,5.2444,1.079,false,2026-07-31T12:24:28.994Z
2024-01-26,5.2511,1.0838,false,2026-07-31T12:24:28.994Z
2024-01-27,5.2511,1.0838,true,2026-07-31T12:24:28.994Z
2024-01-28,5.2511,1.0838,true,2026-07-31T12:24:28.994Z
2024-01-29,5.2603,1.0789,false,2026-07-31T12:24:28.994Z
2024-01-30,5.2794,1.0769,false,2026-07-31T12:24:28.994Z
2024-01-31,5.2892,1.0813,false,2026-07-31T12:24:28.994Z
2024-02-01,5.2672,1.0774,false,2026-07-31T12:24:28.994Z
2024-02-02,5.2436,1.078,false,2026-07-31T12:24:28.994Z
2024-02-03,5.2436,1.078,true,2026-07-31T12:24:28.994Z
2024-02-04,5.2436,1.078,true,2026-07-31T12:24:28.994Z
2024-02-05,5.23,1.079,false,2026-07-31T12:24:28.994Z
2024-02-06,5.243,1.0761,false,2026-07-31T12:24:28.994Z
2024-02-07,5.2511,1.0737,false,2026-07-31T12:24:28.994Z
2024-02-08,5.2504,1.0778,false,2026-07-31T12:24:28.994Z
2024-02-09,5.2712,1.0737,false,2026-07-31T12:24:28.994Z
2024-02-10,5.2712,1.0737,true,2026-07-31T12:24:28.994Z
2024-02-11,5.2712,1.0737,true,2026-07-31T12:24:28.994Z
2024-02-12,5.2666,1.0714,false,2026-07-31T12:24:28.994Z
2024-02-13,5.2368,1.0742,false,2026-07-31T12:24:28.994Z
2024-02-14,5.245,1.0718,false,2026-07-31T12:24:28.994Z
2024-02-15,5.2595,1.0723,false,2026-07-31T12:24:28.994Z
2024-02-16,5.2552,1.0674,false,2026-07-31T12:24:28.994Z
2024-02-17,5.2552,1.0674,true,2026-07-31T12:24:28.994Z
2024-02-18,5.2552,1.0674,true,2026-07-31T12:24:28.994Z
2024-02-19,5.2297,1.0712,false,2026-07-31T12:24:28.994Z
2024-02-20,5.2539,1.0717,false,2026-07-31T12:24:28.994Z
2024-02-21,5.274,1.0725,false,2026-07-31T12:24:28.994Z
2024-02-22,5.2529,1.0688,false,2026-07-31T12:24:28.994Z
2024-02-23,5.2414,1.0728,false,2026-07-31T12:24:28.994Z
2024-02-24,5.2414,1.0728,true,2026-07-31T12:24:28.994Z
2024-02-25,5.2414,1.0728,true,2026-07-31T12:24:28.994Z
2024-02-26,5.2591,1.0764,false,2026-07-31T12:24:28.994Z
2024-02-27,5.2831,1.0735,false,2026-07-31T12:24:28.994Z
2024-02-28,5.268,1.0695,false,2026-07-31T12:24:28.994Z
2024-02-29,5.2849,1.0733,false,2026-07-31T12:24:28.994Z
2024-03-01,5.2792,1.0745,false,2026-07-31T12:24:28.994Z
2024-03-02,5.2792,1.0745,true,2026-07-31T12:24:28.994Z
2024-03-03,5.2792,1.0745,true,2026-07-31T12:24:28.994Z
2024-03-04,5.2585,1.0788,false,2026-07-31T12:24:28.994Z
2024-03-05,5.2804,1.0836,false,2026-07-31T12:24:28.994Z
2024-03-06,5.299,1.0874,false,2026-07-31T12:24:28.994Z
2024-03-07,5.2705,1.0898,false,2026-07-31T12:24:28.994Z
2024-03-08,5.2605,1.0941,false,2026-07-31T12:24:28.994Z
2024-03-09,5.2605,1.0941,true,2026-07-31T12:24:28.994Z
2024-03-10,5.2605,1.0941,true,2026-07-31T12:24:28.994Z
2024-03-11,5.2786,1.0977,false,2026-07-31T12:24:28.994Z
2024-03-12,5.2972,1.0954,false,2026-07-31T12:24:28.994Z
2024-03-13,5.3145,1.0915,false,2026-07-31T12:24:28.994Z
2024-03-14,5.3368,1.0951,false,2026-07-31T12:24:28.994Z
2024-03-15,5.3201,1.0982,false,2026-07-31T12:24:28.994Z
2024-03-16,5.3201,1.0982,true,2026-07-31T12:24:28.994Z
2024-03-17,5.3201,1.0982,true,2026-07-31T12:24:28.994Z
2024-03-18,5.3178,1.0963,false,2026-07-31T12:24:28.994Z
2024-03-19,5.3355,1.0936,false,2026-07-31T12:24:28.994Z
2024-03-20,5.3069,1.0905,false,2026-07-31T12:24:28.994Z
2024-03-21,5.2966,1.0941,false,2026-07-31T12:24:28.994Z
2024-03-22,5.3246,1.0919,false,2026-07-31T12:24:28.994Z
2024-03-23,5.3246,1.0919,true,2026-07-31T12:24:28.994Z
2024-03-24,5.3246,1.0919,true,2026-07-31T12:24:28.994Z
2024-03-25,5.3331,1.0909,false,2026-07-31T12:24:28.994Z
2024-03-26,5.362,1.0913,false,2026-07-31T12:24:28.994Z
2024-03-27,5.3883,1.0874,false,2026-07-31T12:24:28.994Z
2024-03-28,5.4166,1.0842,false,2026-07-31T12:24:28.994Z
2024-03-29,5.4443,1.0819,false,2026-07-31T12:24:28.994Z
2024-03-30,5.4443,1.0819,true,2026-07-31T12:24:28.994Z
2024-03-31,5.4443,1.0819,true,2026-07-31T12:24:28.994Z
2024-04-01,5.4208,1.0812,false,2026-07-31T12:24:28.994Z
