deposit_id,player_id,deposit_ts,amount,currency,status,is_currency_valid,is_confirmed,amount_brl,_ingested_at
D0000480,P00120,2024-01-27T09:21:00.000Z,283.46,EUR,confirmed,true,true,1488.48,2026-07-31T13:00:01.297Z
D0000509,P00131,2024-02-09T08:56:00.000Z,1927.06,BRL,confirmed,true,true,1927.06,2026-07-31T13:00:01.297Z
D0000709,P00158,2024-03-12T13:23:00.000Z,202.29,USD,pending,true,false,978.25,2026-07-31T13:00:01.297Z
D0000294,P00075,2024-02-20T18:20:00.000Z,204.71,EUR,confirmed,true,true,1075.53,2026-07-31T13:00:01.297Z
D0000746,P00173,2023-10-16T20:34:00.000Z,98.97,EUR,confirmed,true,true,529.65,2026-07-31T13:00:01.297Z
D0000404,P00106,2023-11-24T16:42:00.000Z,72.52,EUR,confirmed,true,true,379.38,2026-07-31T13:00:01.297Z
D0000972,P00217,2024-02-07T20:56:00.000Z,1955.35,BRL,pending,true,false,1955.35,2026-07-31T13:00:01.297Z
D0000585,P00140,2023-10-08T19:24:00.000Z,936.07,BRL,confirmed,true,true,936.07,2026-07-31T13:00:01.297Z
D0000184,P00046,2023-10-13T21:45:00.000Z,978.71,BRL,confirmed,true,true,978.71,2026-07-31T13:00:01.297Z
D0000567,P00139,2023-08-20T07:39:00.000Z,1088.85,BRL,confirmed,true,true,1088.85,2026-07-31T13:00:01.297Z
D0000754,P00178,2024-03-14T00:15:00.000Z,1984.29,BRL,confirmed,true,true,1984.29,2026-07-31T13:00:01.297Z
D0001083,P00241,2023-12-17T23:55:00.000Z,219.83,BRL,failed,true,false,219.83,2026-07-31T13:00:01.297Z
D0000226,P00057,2024-01-23T00:28:00.000Z,1973.95,BRL,confirmed,true,true,1973.95,2026-07-31T13:00:01.297Z
D0000901,P00210,2024-01-20T17:32:00.000Z,1454.07,BRL,confirmed,true,true,1454.07,2026-07-31T13:00:01.297Z
D0000279,P00071,2023-11-07T15:45:00.000Z,108.80,EUR,confirmed,true,true,578.63,2026-07-31T13:00:01.297Z
D0000281,P00072,2024-02-29T15:57:00.000Z,1888.21,BRL,confirmed,true,true,1888.21,2026-07-31T13:00:01.297Z
D0000447,P00115,2023-10-30T06:38:00.000Z,1417.56,BRL,confirmed,true,true,1417.56,2026-07-31T13:00:01.297Z
D0000037,P00008,2023-12-14T12:12:00.000Z,530.85,BRL,confirmed,true,true,530.85,2026-07-31T13:00:01.297Z
D0000540,P00135,2023-12-24T21:34:00.000Z,988.92,BRL,confirmed,true,true,988.92,2026-07-31T13:00:01.297Z
D0000383,P00100,2024-01-12T23:57:00.000Z,1260.30,BRL,confirmed,true,true,1260.3,2026-07-31T13:00:01.297Z
D0000786,P00188,2024-01-18T21:25:00.000Z,301.60,EUR,confirmed,true,true,1583.1,2026-07-31T13:00:01.297Z
D0000188,P00048,2023-10-09T21:04:00.000Z,552.88,BRL,failed,true,false,552.88,2026-07-31T13:00:01.297Z
D0000831,P00193,2024-03-03T16:58:00.000Z,632.17,BRL,failed,true,false,632.17,2026-07-31T13:00:01.297Z
D0001080,P00241,2023-12-24T22:30:00.000Z,729.25,BRL,pending,true,false,729.25,2026-07-31T13:00:01.297Z
D0000312,P00078,2024-02-29T22:09:00.000Z,1605.09,BRL,confirmed,true,true,1605.09,2026-07-31T13:00:01.297Z
D0000763,P00182,2024-01-05T08:22:00.000Z,1154.54,BRL,confirmed,true,true,1154.54,2026-07-31T13:00:01.297Z
D0000271,P00071,2024-03-05T14:32:00.000Z,272.53,EUR,confirmed,true,true,1439.07,2026-07-31T13:00:01.297Z
D0000166,P00041,2024-01-14T14:56:00.000Z,40.17,EUR,confirmed,true,true,210.71,2026-07-31T13:00:01.297Z
D0000303,P00077,2023-11-13T15:53:00.000Z,224.03,EUR,confirmed,true,true,1179.72,2026-07-31T13:00:01.297Z
D0001077,P00239,2023-12-22T10:42:00.000Z,1388.06,BRL,failed,true,false,1388.06,2026-07-31T13:00:01.297Z
D0001014,P00222,2023-11-16T17:20:00.000Z,199.24,BRL,confirmed,true,true,199.24,2026-07-31T13:00:01.297Z
D0000640,P00145,2023-09-22T00:31:00.000Z,218.23,EUR,confirmed,true,true,1171.2,2026-07-31T13:00:01.297Z
D0000996,P00219,2024-02-20T17:44:00.000Z,880.15,BRL,confirmed,true,true,880.15,2026-07-31T13:00:01.297Z
D0000717,P00162,2024-02-06T05:58:00.000Z,155.48,USD,confirmed,true,true,757.53,2026-07-31T13:00:01.297Z
D0000729,P00167,2024-03-08T17:00:00.000Z,1930.31,BRL,confirmed,true,true,1930.31,2026-07-31T13:00:01.297Z
D0000157,P00038,2024-03-26T12:58:00.000Z,681.00,BRL,confirmed,true,true,681.0,2026-07-31T13:00:01.297Z
D0000802,P00189,2023-11-28T18:17:00.000Z,79.07,EUR,pending,true,false,414.37,2026-07-31T13:00:01.297Z
D0000583,P00139,2023-09-07T23:05:00.000Z,999.07,BRL,confirmed,true,true,999.07,2026-07-31T13:00:01.297Z
D0000280,P00072,2024-03-03T17:35:00.000Z,1291.91,BRL,confirmed,true,true,1291.91,2026-07-31T13:00:01.297Z
D0000471,P00118,2023-11-14T18:09:00.000Z,225.66,BRL,confirmed,true,true,225.66,2026-07-31T13:00:01.297Z
D0001039,P00227,2024-02-02T23:41:00.000Z,1532.96,BRL,confirmed,true,true,1532.96,2026-07-31T13:00:01.297Z
D0000772,P00184,2023-10-11T23:27:00.000Z,131.11,USD,confirmed,true,true,665.52,2026-07-31T13:00:01.297Z
D0000937,P00216,2023-12-18T12:47:00.000Z,1225.80,BRL,confirmed,true,true,1225.8,2026-07-31T13:00:01.297Z
D0000895,P00208,2023-10-04T11:58:00.000Z,113.58,BRL,confirmed,true,true,113.58,2026-07-31T13:00:01.297Z
D0000386,P00101,2024-01-26T09:07:00.000Z,1727.78,BRL,confirmed,true,true,1727.78,2026-07-31T13:00:01.297Z
D0000644,P00146,2024-02-11T18:22:00.000Z,333.10,EUR,confirmed,true,true,1755.84,2026-07-31T13:00:01.297Z
D0000292,P00073,2023-12-24T12:16:00.000Z,227.07,USD,confirmed,true,true,1140.86,2026-07-31T13:00:01.297Z
D0000482,P00120,2024-01-27T14:24:00.000Z,1984.99,BRL,confirmed,true,true,1984.99,2026-07-31T13:00:01.297Z
D0000938,P00216,2023-10-15T16:17:00.000Z,300.86,EUR,failed,true,false,1608.1,2026-07-31T13:00:01.297Z
D0000143,P00036,2023-10-10T13:39:00.000Z,919.72,BRL,confirmed,true,true,919.72,2026-07-31T13:00:01.297Z
D0000070,P00022,2023-12-20T11:23:00.000Z,1166.79,BRL,confirmed,true,true,1166.79,2026-07-31T13:00:01.297Z
D0000779,P00186,2023-11-15T03:27:00.000Z,810.40,BRL,confirmed,true,true,810.4,2026-07-31T13:00:01.297Z
D0000259,P00068,2023-12-07T05:17:00.000Z,303.06,USD,confirmed,true,true,1508.45,2026-07-31T13:00:01.297Z
D0000612,P00143,2024-01-26T18:11:00.000Z,1539.52,BRL,confirmed,true,true,1539.52,2026-07-31T13:00:01.297Z
D0000163,P00040,2024-03-23T23:02:00.000Z,813.62,BRL,pending,true,false,813.62,2026-07-31T13:00:01.297Z
D0000991,P00218,2023-11-05T03:46:00.000Z,1905.40,BRL,failed,true,false,1905.4,2026-07-31T13:00:01.297Z
D0000526,P00135,2024-01-29T17:23:00.000Z,1146.25,BRL,pending,true,false,1146.25,2026-07-31T13:00:01.297Z
D0000079,P00023,2024-02-28T19:48:00.000Z,536.87,BRL,confirmed,true,true,536.87,2026-07-31T13:00:01.297Z
D0000379,P00100,2023-12-21T10:12:00.000Z,1382.06,BRL,failed,true,false,1382.06,2026-07-31T13:00:01.297Z
D0000933,P00216,2023-11-11T18:40:00.000Z,1432.94,BRL,confirmed,true,true,1432.94,2026-07-31T13:00:01.297Z
D0000155,P00038,2024-03-06T02:33:00.000Z,226.00,BRL,confirmed,true,true,226.0,2026-07-31T13:00:01.297Z
D0000230,P00058,2023-10-01T15:22:00.000Z,1272.04,BRL,confirmed,true,true,1272.04,2026-07-31T13:00:01.297Z
D0000522,P00135,2024-01-29T19:13:00.000Z,104.56,EUR,confirmed,true,true,550.02,2026-07-31T13:00:01.297Z
D0000305,P00077,2023-11-14T00:45:00.000Z,190.63,BRL,confirmed,true,true,190.63,2026-07-31T13:00:01.297Z
D0000803,P00189,2023-11-15T02:13:00.000Z,139.90,EUR,confirmed,true,true,730.82,2026-07-31T13:00:01.297Z
D0000476,P00120,2024-01-27T12:01:00.000Z,729.20,BRL,confirmed,true,true,729.2,2026-07-31T13:00:01.297Z
D0000023,P00006,2024-01-29T16:25:00.000Z,1194.72,BRL,confirmed,true,true,1194.72,2026-07-31T13:00:01.297Z
D0000158,P00038,2024-03-05T22:23:00.000Z,1700.64,BRL,failed,true,false,1700.64,2026-07-31T13:00:01.297Z
D0000284,P00072,2024-01-31T17:02:00.000Z,1396.66,BRL,confirmed,true,true,1396.66,2026-07-31T13:00:01.297Z
D0000150,P00037,2023-11-23T18:47:00.000Z,520.25,BRL,confirmed,true,true,520.25,2026-07-31T13:00:01.297Z
D0000032,P00007,2024-02-13T11:26:00.000Z,415.41,BRL,confirmed,true,true,415.41,2026-07-31T13:00:01.297Z
D0000662,P00152,2024-01-04T08:25:00.000Z,296.06,USD,confirmed,true,true,1460.23,2026-07-31T13:00:01.297Z
D0000406,P00108,2024-03-19T07:48:00.000Z,1119.45,BRL,confirmed,true,true,1119.45,2026-07-31T13:00:01.297Z
D0000592,P00141,2024-03-18T00:29:00.000Z,1811.99,BRL,confirmed,true,true,1811.99,2026-07-31T13:00:01.297Z
D0000250,P00066,2023-12-29T15:03:00.000Z,320.79,USD,confirmed,true,true,1598.32,2026-07-31T13:00:01.297Z
D0000643,P00145,2023-10-27T13:02:00.000Z,853.46,BRL,pending,true,false,853.46,2026-07-31T13:00:01.297Z
D0000300,P00075,2024-03-02T10:49:00.000Z,256.15,EUR,confirmed,true,true,1352.27,2026-07-31T13:00:01.297Z
D0000570,P00139,2023-09-15T12:31:00.000Z,201.89,BRL,pending,true,false,201.89,2026-07-31T13:00:01.297Z
D0000267,P00070,2024-03-10T10:44:00.000Z,1930.65,BRL,confirmed,true,true,1930.65,2026-07-31T13:00:01.297Z
D0000600,P00142,2023-12-24T07:42:00.000Z,1517.88,BRL,confirmed,true,true,1517.88,2026-07-31T13:00:01.297Z
D0000130,P00032,2024-02-11T01:18:00.000Z,34.29,USD,confirmed,true,true,168.34,2026-07-31T13:00:01.297Z
D0000805,P00190,2024-03-07T12:41:00.000Z,929.40,BRL,confirmed,true,true,929.4,2026-07-31T13:00:01.297Z
D0000258,P00068,2023-11-29T09:31:00.000Z,327.69,EUR,confirmed,true,true,1726.8,2026-07-31T13:00:01.297Z
D0000466,P00118,2023-11-12T05:56:00.000Z,1571.24,BRL,pending,true,false,1571.24,2026-07-31T13:00:01.297Z
D0001085,P00241,2023-12-18T01:27:00.000Z,1518.84,BRL,confirmed,true,true,1518.84,2026-07-31T13:00:01.297Z
D0000944,P00216,2023-11-18T03:44:00.000Z,284.61,EUR,pending,true,false,1488.45,2026-07-31T13:00:01.297Z
D0000620,P00143,2024-02-18T07:09:00.000Z,10.29,EUR,confirmed,true,true,54.08,2026-07-31T13:00:01.297Z
D0000372,P00099,2023-11-20T20:52:00.000Z,283.00,EUR,pending,true,false,1475.17,2026-07-31T13:00:01.297Z
D0000479,P00120,2024-01-27T02:53:00.000Z,523.94,BRL,confirmed,true,true,523.94,2026-07-31T13:00:01.297Z
D0000326,P00085,2023-11-17T07:37:00.000Z,110.83,BRL,confirmed,true,true,110.83,2026-07-31T13:00:01.297Z
D0000707,P00158,2024-03-12T14:40:00.000Z,350.35,BRL,confirmed,true,true,350.35,2026-07-31T13:00:01.297Z
D0000349,P00094,2023-12-16T21:34:00.000Z,231.72,BRL,confirmed,true,true,231.72,2026-07-31T13:00:01.297Z
D0000577,P00139,2023-08-04T19:03:00.000Z,1045.33,BRL,failed,true,false,1045.33,2026-07-31T13:00:01.297Z
D0000660,P00151,2024-01-12T05:37:00.000Z,1485.55,BRL,confirmed,true,true,1485.55,2026-07-31T13:00:01.297Z
D0000266,P00070,2024-03-10T03:21:00.000Z,272.35,BRL,confirmed,true,true,272.35,2026-07-31T13:00:01.297Z
D0000697,P00157,2024-03-10T07:31:00.000Z,1917.37,BRL,pending,true,false,1917.37,2026-07-31T13:00:01.297Z
D0000359,P00095,2023-12-13T15:47:00.000Z,647.97,BRL,confirmed,true,true,647.97,2026-07-31T13:00:01.297Z
D0000521,P00135,2024-01-06T08:38:00.000Z,1335.97,BRL,confirmed,true,true,1335.97,2026-07-31T13:00:01.297Z
D0000200,P00050,2023-09-26T19:56:00.000Z,1038.25,BRL,confirmed,true,true,1038.25,2026-07-31T13:00:01.297Z
D0000201,P00050,2023-10-12T00:02:00.000Z,1756.60,BRL,confirmed,true,true,1756.6,2026-07-31T13:00:01.297Z
D0000444,P00115,2023-11-01T05:06:00.000Z,602.10,BRL,confirmed,true,true,602.1,2026-07-31T13:00:01.297Z
D0000956,P00216,2023-12-19T16:28:00.000Z,97.14,EUR,confirmed,true,true,514.61,2026-07-31T13:00:01.297Z
D0000610,P00143,2024-02-05T00:38:00.000Z,116.38,BRL,confirmed,true,true,116.38,2026-07-31T13:00:01.297Z
D0001112,P00247,2024-02-07T01:29:00.000Z,1982.77,BRL,confirmed,true,true,1982.77,2026-07-31T13:00:01.297Z
D0000362,P00095,2023-10-19T01:09:00.000Z,1930.91,BRL,confirmed,true,true,1930.91,2026-07-31T13:00:01.297Z
D0001093,P00244,2023-09-12T08:49:00.000Z,420.22,BRL,confirmed,true,true,420.22,2026-07-31T13:00:01.297Z
D0001015,P00222,2023-11-26T09:04:00.000Z,542.89,BRL,confirmed,true,true,542.89,2026-07-31T13:00:01.297Z
D0000377,P00099,2023-10-09T07:47:00.000Z,99.54,EUR,confirmed,true,true,528.54,2026-07-31T13:00:01.297Z
D0000091,P00026,2024-03-07T03:43:00.000Z,979.77,BRL,confirmed,true,true,979.77,2026-07-31T13:00:01.297Z
D0000192,P00048,2023-09-27T20:16:00.000Z,1741.58,BRL,failed,true,false,1741.58,2026-07-31T13:00:01.297Z
D0000014,P00005,2023-09-19T21:06:00.000Z,239.17,EUR,failed,true,false,1276.69,2026-07-31T13:00:01.297Z
D0000024,P00006,2024-02-01T19:43:00.000Z,1149.72,BRL,confirmed,true,true,1149.72,2026-07-31T13:00:01.297Z
D0000040,P00008,2023-10-17T09:11:00.000Z,1226.26,BRL,confirmed,true,true,1226.26,2026-07-31T13:00:01.297Z
D0000766,P00182,2023-12-16T02:31:00.000Z,1274.30,BRL,confirmed,true,true,1274.3,2026-07-31T13:00:01.297Z
D0000293,P00075,2024-03-12T05:03:00.000Z,62.63,EUR,confirmed,true,true,331.76,2026-07-31T13:00:01.297Z
D0000926,P00215,2024-02-23T03:20:00.000Z,1517.75,BRL,confirmed,true,true,1517.75,2026-07-31T13:00:01.297Z
D0001010,P00222,2023-11-25T03:57:00.000Z,1629.47,BRL,confirmed,true,true,1629.47,2026-07-31T13:00:01.297Z
D0000483,P00120,2024-01-27T15:17:00.000Z,167.21,BRL,confirmed,true,true,167.21,2026-07-31T13:00:01.297Z
D0000648,P00148,2024-03-13T14:18:00.000Z,1356.78,BRL,confirmed,true,true,1356.78,2026-07-31T13:00:01.297Z
D0000952,P00216,2023-10-13T17:14:00.000Z,793.84,BRL,confirmed,true,true,793.84,2026-07-31T13:00:01.297Z
D0001021,P00222,2023-11-21T00:43:00.000Z,748.27,BRL,confirmed,true,true,748.27,2026-07-31T13:00:01.297Z
D0000890,P00206,2023-12-01T19:05:00.000Z,241.08,BRL,confirmed,true,true,241.08,2026-07-31T13:00:01.297Z
D0000949,P00216,2023-10-19T00:02:00.000Z,1178.92,BRL,confirmed,true,true,1178.92,2026-07-31T13:00:01.297Z
D0000268,P00070,2024-03-06T16:26:00.000Z,1010.22,BRL,failed,true,false,1010.22,2026-07-31T13:00:01.297Z
D0000078,P00023,2024-02-29T20:08:00.000Z,368.32,USD,pending,true,false,1813.6,2026-07-31T13:00:01.297Z
D0000027,P00006,2024-02-01T07:49:00.000Z,1549.56,BRL,pending,true,false,1549.56,2026-07-31T13:00:01.297Z
D0000164,P00040,2024-02-19T03:36:00.000Z,1846.02,BRL,pending,true,false,1846.02,2026-07-31T13:00:01.297Z
D0000288,P00073,2024-01-15T18:55:00.000Z,95.46,EUR,confirmed,true,true,501.72,2026-07-31T13:00:01.297Z
D0001099,P00244,2023-09-12T02:46:00.000Z,699.63,BRL,failed,true,false,699.63,2026-07-31T13:00:01.297Z
D0000232,P00059,2023-12-15T08:43:00.000Z,212.91,USD,confirmed,true,true,1082.67,2026-07-31T13:00:01.297Z
D0000511,P00131,2024-01-10T14:05:00.000Z,1812.17,BRL,confirmed,true,true,1812.17,2026-07-31T13:00:01.297Z
D0000666,P00153,2024-03-10T09:49:00.000Z,301.44,USD,confirmed,true,true,1449.34,2026-07-31T13:00:01.297Z
D0000950,P00216,2023-11-24T01:58:00.000Z,1703.00,BRL,confirmed,true,true,1703.0,2026-07-31T13:00:01.297Z
D0000337,P00089,2024-03-15T10:08:00.000Z,990.11,BRL,confirmed,true,true,990.11,2026-07-31T13:00:01.297Z
D0000745,P00173,2023-10-22T02:42:00.000Z,270.97,EUR,confirmed,true,true,1442.97,2026-07-31T13:00:01.297Z
D0000980,P00217,2024-01-30T03:13:00.000Z,1795.03,BRL,confirmed,true,true,1795.03,2026-07-31T13:00:01.297Z
D0000100,P00028,2023-09-15T10:32:00.000Z,1333.89,BRL,confirmed,true,true,1333.89,2026-07-31T13:00:01.297Z
D0000221,P00055,2023-12-13T04:54:00.000Z,139.21,USD,confirmed,true,true,703.89,2026-07-31T13:00:01.297Z
D0000768,P00184,2023-11-21T09:15:00.000Z,33.35,USD,confirmed,true,true,165.45,2026-07-31T13:00:01.297Z
D0000812,P00193,2023-12-22T01:02:00.000Z,1084.33,BRL,confirmed,true,true,1084.33,2026-07-31T13:00:01.297Z
D0000002,P00001,2024-01-22T11:49:00.000Z,448.80,BRL,failed,true,false,448.8,2026-07-31T13:00:01.297Z
D0000838,P00193,2024-03-27T11:58:00.000Z,884.08,BRL,confirmed,true,true,884.08,2026-07-31T13:00:01.297Z
D0000465,P00118,2023-11-12T00:51:00.000Z,235.96,BRL,confirmed,true,true,235.96,2026-07-31T13:00:01.297Z
D0000782,P00187,2023-11-06T22:23:00.000Z,337.53,EUR,failed,true,false,1785.06,2026-07-31T13:00:01.297Z
D0000730,P00169,2024-01-07T02:43:00.000Z,975.70,BRL,confirmed,true,true,975.7,2026-07-31T13:00:01.297Z
D0001123,P00249,2023-11-24T21:18:00.000Z,25.70,EUR,pending,true,false,134.45,2026-07-31T13:00:01.297Z
D0001068,P00232,2024-03-07T17:51:00.000Z,92.90,USD,confirmed,true,true,449.28,2026-07-31T13:00:01.297Z
D0001134,P00072,2024-01-01T23:14:00.000Z,157.67,USD,confirmed,true,true,779.1,2026-07-31T13:00:01.297Z
D0000273,P00071,2024-02-11T02:37:00.000Z,182.83,EUR,pending,true,false,963.73,2026-07-31T13:00:01.297Z
D0000245,P00066,2024-01-05T18:20:00.000Z,25.38,USD,confirmed,true,true,126.04,2026-07-31T13:00:01.297Z
D0000127,P00031,2023-12-26T23:09:00.000Z,173.73,USD,pending,true,false,875.07,2026-07-31T13:00:01.297Z
D0000718,P00163,2024-01-13T18:35:00.000Z,181.15,EUR,failed,true,false,950.22,2026-07-31T13:00:01.297Z
D0001062,P00231,2024-02-12T12:46:00.000Z,1089.74,BRL,failed,true,false,1089.74,2026-07-31T13:00:01.297Z
D0000172,P00043,2023-12-01T01:38:00.000Z,1116.74,BRL,failed,true,false,1116.74,2026-07-31T13:00:01.297Z
D0000393,P00103,2024-03-16T13:34:00.000Z,55.72,EUR,failed,true,false,296.44,2026-07-31T13:00:01.297Z
D0001046,P00229,2024-01-04T14:17:00.000Z,606.44,BRL,confirmed,true,true,606.44,2026-07-31T13:00:01.297Z
D0000313,P00078,2024-02-15T16:23:00.000Z,1832.63,BRL,confirmed,true,true,1832.63,2026-07-31T13:00:01.297Z
D0000862,P00198,2023-12-12T11:01:00.000Z,177.87,EUR,confirmed,true,true,943.58,2026-07-31T13:00:01.297Z
D0000422,P00112,2023-10-28T03:09:00.000Z,1444.63,BRL,confirmed,true,true,1444.63,2026-07-31T13:00:01.297Z
D0000031,P00007,2024-02-28T05:23:00.000Z,46.23,EUR,confirmed,true,true,243.54,2026-07-31T13:00:01.297Z
D0000162,P00039,2024-01-08T04:11:00.000Z,138.65,EUR,confirmed,true,true,732.4,2026-07-31T13:00:01.297Z
D0000975,P00217,2024-02-09T03:40:00.000Z,623.66,BRL,confirmed,true,true,623.66,2026-07-31T13:00:01.297Z
D0000389,P00102,2024-01-24T08:26:00.000Z,126.65,EUR,confirmed,true,true,661.67,2026-07-31T13:00:01.297Z
D0000967,P00217,2024-02-19T13:58:00.000Z,327.68,BRL,confirmed,true,true,327.68,2026-07-31T13:00:01.297Z
D0001071,P00235,2024-02-21T03:00:00.000Z,1533.04,BRL,confirmed,true,true,1533.04,2026-07-31T13:00:01.297Z
D0000171,P00043,2023-12-18T02:24:00.000Z,381.15,USD,confirmed,true,true,1926.68,2026-07-31T13:00:01.297Z
D0000686,P00155,2024-03-17T16:57:00.000Z,71.98,EUR,confirmed,true,true,382.94,2026-07-31T13:00:01.297Z
D0000811,P00193,2024-01-02T20:08:00.000Z,1032.31,BRL,pending,true,false,1032.31,2026-07-31T13:00:01.297Z
D0000656,P00148,2024-03-11T04:07:00.000Z,112.58,BRL,confirmed,true,true,112.58,2026-07-31T13:00:01.297Z
D0000206,P00052,2024-03-17T03:13:00.000Z,82.87,EUR,confirmed,true,true,440.88,2026-07-31T13:00:01.297Z
D0000145,P00036,2023-11-03T18:15:00.000Z,867.51,BRL,confirmed,true,true,867.51,2026-07-31T13:00:01.297Z
D0000951,P00216,2023-12-02T15:35:00.000Z,222.90,EUR,confirmed,true,true,1178.12,2026-07-31T13:00:01.297Z
D0000674,P00153,2024-03-09T21:32:00.000Z,306.75,USD,confirmed,true,true,1474.87,2026-07-31T13:00:01.297Z
D0000741,P00172,2024-02-25T09:17:00.000Z,215.08,EUR,confirmed,true,true,1127.32,2026-07-31T13:00:01.297Z
D0000843,P00195,2024-01-07T02:47:00.000Z,306.26,EUR,confirmed,true,true,1616.04,2026-07-31T13:00:01.297Z
D0000251,P00067,2024-02-19T15:11:00.000Z,210.86,EUR,failed,true,false,1102.73,2026-07-31T13:00:01.297Z
D0000304,P00077,2023-10-10T16:27:00.000Z,1666.06,BRL,failed,true,false,1666.06,2026-07-31T13:00:01.297Z
D0000702,P00158,2024-03-14T04:55:00.000Z,213.30,EUR,confirmed,true,true,1138.34,2026-07-31T13:00:01.297Z
D0000429,P00113,2024-01-13T11:07:00.000Z,257.60,EUR,confirmed,true,true,1351.24,2026-07-31T13:00:01.297Z
D0000824,P00193,2024-01-27T02:05:00.000Z,1904.88,BRL,failed,true,false,1904.88,2026-07-31T13:00:01.297Z
D0000364,P00097,2023-12-18T12:49:00.000Z,213.19,USD,confirmed,true,true,1077.66,2026-07-31T13:00:01.297Z
D0000992,P00218,2023-09-27T17:46:00.000Z,1055.86,BRL,confirmed,true,true,1055.86,2026-07-31T13:00:01.297Z
D0000506,P00130,2023-12-29T12:34:00.000Z,818.59,BRL,pending,true,false,818.59,2026-07-31T13:00:01.297Z
D0000815,P00193,2024-01-20T10:09:00.000Z,371.72,BRL,confirmed,true,true,371.72,2026-07-31T13:00:01.297Z
D0000720,P00164,2024-02-14T20:38:00.000Z,133.27,EUR,failed,true,false,699.0,2026-07-31T13:00:01.297Z
D0000852,P00196,2023-11-27T00:40:00.000Z,1675.99,BRL,confirmed,true,true,1675.99,2026-07-31T13:00:01.297Z
D0000735,P00169,2023-12-02T02:04:00.000Z,616.65,BRL,failed,true,false,616.65,2026-07-31T13:00:01.297Z
D0000518,P00135,2024-02-05T08:40:00.000Z,130.71,USD,confirmed,true,true,633.56,2026-07-31T13:00:01.297Z
D0000146,P00036,2024-02-01T07:45:00.000Z,1110.13,BRL,confirmed,true,true,1110.13,2026-07-31T13:00:01.297Z
