player_id,signup_date,acquisition_channel,country,preferred_currency,kyc_status,self_excluded,_source_file,_ingested_at
P00020,2024-01-19,influencer,BR,BRL,verified,true,file:///home/claude/flutter-martech-case/data/players.csv,2026-07-31T12:24:39.082Z
P00021,2023-09-28,paid_social,BR,EUR,pending,false,file:///home/claude/flutter-martech-case/data/players.csv,2026-07-31T12:24:39.082Z
P00022,2023-10-11,affiliate,BR,BRL,pending,false,file:///home/claude/flutter-martech-case/data/players.csv,2026-07-31T12:24:39.082Z
P00023,2024-02-23,seo,BR,EUR,verified,false,file:///home/claude/flutter-martech-case/data/players.csv,2026-07-31T12:24:39.082Z
P00024,2023-08-16,paid_social,BR,BRL,verified,false,file:///home/claude/flutter-martech-case/data/players.csv,2026-07-31T12:24:39.082Z
P00025,2023-11-27,seo,BR,BRL,pending,false,file:///home/claude/flutter-martech-case/data/players.csv,2026-07-31T12:24:39.082Z
P00026,2024-03-02,affiliate,BR,BRL,verified,false,file:///home/claude/flutter-martech-case/data/players.csv,2026-07-31T12:24:39.082Z
P00027,2023-11-06,seo,BR,BRL,verified,false,file:///home/claude/flutter-martech-case/data/players.csv,2026-07-31T12:24:39.082Z
P00028,2023-09-09,paid_social,BR,BRL,verified,false,file:///home/claude/flutter-martech-case/data/players.csv,2026-07-31T12:24:39.082Z
P00029,2023-12-01,,BR,BRL,verified,false,file:///home/claude/flutter-martech-case/data/players.csv,2026-07-31T12:24:39.082Z
P00030,2024-01-20,influencer,PT,EUR,verified,false,file:///home/claude/flutter-martech-case/data/players.csv,2026-07-31T12:24:39.082Z
P00031,2023-10-20,organic,AO,USD,verified,false,file:///home/claude/flutter-martech-case/data/players.csv,2026-07-31T12:24:39.082Z
P00032,2024-02-09,influencer,AO,EUR,verified,false,file:///home/claude/flutter-martech-case/data/players.csv,2026-07-31T12:24:39.082Z
P00033,2024-03-13,organic,BR,BRL,pending,false,file:///home/claude/flutter-martech-case/data/players.csv,2026-07-31T12:24:39.082Z
P00034,2023-08-03,paid_social,BR,BRL,verified,false,file:///home/claude/flutter-martech-case/data/players.csv,2026-07-31T12:24:39.082Z
P00035,2023-09-09,organic,BR,BRL,verified,false,file:///home/claude/flutter-martech-case/data/players.csv,2026-07-31T12:24:39.082Z
P00036,2023-08-24,,BR,BRL,verified,false,file:///home/claude/flutter-martech-case/data/players.csv,2026-07-31T12:24:39.082Z
P00037,2023-11-22,paid_social,BR,BRL,pending,false,file:///home/claude/flutter-martech-case/data/players.csv,2026-07-31T12:24:39.082Z
P00038,2024-03-01,seo,BR,BRL,verified,false,file:///home/claude/flutter-martech-case/data/players.csv,2026-07-31T12:24:39.082Z
P00039,2023-08-11,affiliate,PT,EUR,verified,false,file:///home/claude/flutter-martech-case/data/players.csv,2026-07-31T12:24:39.082Z
P00040,2024-02-08,affiliate,BR,BRL,pending,true,file:///home/claude/flutter-martech-case/data/players.csv,2026-07-31T12:24:39.082Z
P00041,2023-10-25,affiliate,PT,EUR,verified,false,file:///home/claude/flutter-martech-case/data/players.csv,2026-07-31T12:24:39.082Z
P00042,2023-09-26,organic,BR,BRL,verified,true,file:///home/claude/flutter-martech-case/data/players.csv,2026-07-31T12:24:39.082Z
P00043,2023-11-11,organic,BR,BRL,verified,false,file:///home/claude/flutter-martech-case/data/players.csv,2026-07-31T12:24:39.082Z
P00044,2023-08-08,affiliate,BR,BRL,rejected,false,file:///home/claude/flutter-martech-case/data/players.csv,2026-07-31T12:24:39.082Z
P00045,2024-02-03,influencer,PT,EUR,pending,true,file:///home/claude/flutter-martech-case/data/players.csv,2026-07-31T12:24:39.082Z
P00046,2023-08-01,affiliate,BR,BRL,verified,false,file:///home/claude/flutter-martech-case/data/players.csv,2026-07-31T12:24:39.082Z
P00047,2024-01-17,organic,PT,EUR,verified,false,file:///home/claude/flutter-martech-case/data/players.csv,2026-07-31T12:24:39.082Z
P00048,2023-09-02,seo,BR,BRL,pending,false,file:///home/claude/flutter-martech-case/data/players.csv,2026-07-31T12:24:39.082Z
P00049,2024-03-01,seo,BR,BRL,verified,false,file:///home/claude/flutter-martech-case/data/players.csv,2026-07-31T12:24:39.082Z
P00050,2023-09-24,affiliate,BR,BRL,verified,false,file:///home/claude/flutter-martech-case/data/players.csv,2026-07-31T12:24:39.082Z
P00051,2024-02-26,organic,AO,USD,verified,false,file:///home/claude/flutter-martech-case/data/players.csv,2026-07-31T12:24:39.082Z
P00052,2024-01-04,influencer,PT,USD,verified,false,file:///home/claude/flutter-martech-case/data/players.csv,2026-07-31T12:24:39.082Z
P00053,2024-01-24,paid_social,BR,BRL,verified,false,file:///home/claude/flutter-martech-case/data/players.csv,2026-07-31T12:24:39.082Z
P00054,2023-08-13,paid_social,BR,BRL,pending,false,file:///home/claude/flutter-martech-case/data/players.csv,2026-07-31T12:24:39.082Z
P00055,2023-10-21,influencer,AO,USD,pending,false,file:///home/claude/flutter-martech-case/data/players.csv,2026-07-31T12:24:39.082Z
P00056,2023-09-10,organic,PT,EUR,pending,false,file:///home/claude/flutter-martech-case/data/players.csv,2026-07-31T12:24:39.082Z
P00057,2024-01-08,organic,BR,BRL,verified,false,file:///home/claude/flutter-martech-case/data/players.csv,2026-07-31T12:24:39.082Z
P00058,2023-09-29,paid_social,BR,BRL,verified,false,file:///home/claude/flutter-martech-case/data/players.csv,2026-07-31T12:24:39.082Z
P00059,2023-11-08,paid_social,AO,USD,verified,true,file:///home/claude/flutter-martech-case/data/players.csv,2026-07-31T12:24:39.082Z
P00060,2023-10-16,seo,PT,EUR,verified,false,file:///home/claude/flutter-martech-case/data/players.csv,2026-07-31T12:24:39.082Z
P00061,2023-09-26,seo,BR,BRL,verified,false,file:///home/claude/flutter-martech-case/data/players.csv,2026-07-31T12:24:39.082Z
P00062,2023-09-02,seo,AO,USD,verified,false,file:///home/claude/flutter-martech-case/data/players.csv,2026-07-31T12:24:39.082Z
P00063,2023-09-16,affiliate,BR,BRL,verified,false,file:///home/claude/flutter-martech-case/data/players.csv,2026-07-31T12:24:39.082Z
P00064,2023-10-04,,PT,EUR,rejected,false,file:///home/claude/flutter-martech-case/data/players.csv,2026-07-31T12:24:39.082Z
P00065,2023-08-11,affiliate,PT,EUR,verified,false,file:///home/claude/flutter-martech-case/data/players.csv,2026-07-31T12:24:39.082Z
P00066,2023-12-23,organic,AO,USD,verified,false,file:///home/claude/flutter-martech-case/data/players.csv,2026-07-31T12:24:39.082Z
P00067,2024-02-16,paid_social,PT,EUR,pending,false,file:///home/claude/flutter-martech-case/data/players.csv,2026-07-31T12:24:39.082Z
P00068,2023-11-10,affiliate,AO,EUR,verified,false,file:///home/claude/flutter-martech-case/data/players.csv,2026-07-31T12:24:39.082Z
P00069,2024-02-20,organic,AO,USD,verified,false,file:///home/claude/flutter-martech-case/data/players.csv,2026-07-31T12:24:39.082Z
P00070,2024-03-05,seo,BR,BRL,verified,false,file:///home/claude/flutter-martech-case/data/players.csv,2026-07-31T12:24:39.082Z
P00071,2023-09-15,organic,PT,EUR,pending,false,file:///home/claude/flutter-martech-case/data/players.csv,2026-07-31T12:24:39.082Z
P00072,2023-12-30,paid_social,BR,BRL,verified,false,file:///home/claude/flutter-martech-case/data/players.csv,2026-07-31T12:24:39.082Z
P00073,2023-11-06,organic,BR,BRL,verified,false,file:///home/claude/flutter-martech-case/data/players.csv,2026-07-31T12:24:39.082Z
P00074,2023-12-21,paid_social,BR,BRL,verified,false,file:///home/claude/flutter-martech-case/data/players.csv,2026-07-31T12:24:39.082Z
P00075,2024-01-13,paid_social,PT,EUR,verified,false,file:///home/claude/flutter-martech-case/data/players.csv,2026-07-31T12:24:39.082Z
P00076,2023-11-03,seo,BR,BRL,verified,false,file:///home/claude/flutter-martech-case/data/players.csv,2026-07-31T12:24:39.082Z
P00077,2023-10-04,organic,BR,BRL,verified,false,file:///home/claude/flutter-martech-case/data/players.csv,2026-07-31T12:24:39.082Z
P00078,2024-02-06,influencer,BR,BRL,rejected,false,file:///home/claude/flutter-martech-case/data/players.csv,2026-07-31T12:24:39.082Z
P00079,2023-09-15,affiliate,BR,BRL,rejected,false,file:///home/claude/flutter-martech-case/data/players.csv,2026-07-31T12:24:39.082Z
P00080,2024-01-11,paid_social,PT,EUR,verified,false,file:///home/claude/flutter-martech-case/data/players.csv,2026-07-31T12:24:39.082Z
P00081,2023-10-04,paid_social,AO,USD,verified,false,file:///home/claude/flutter-martech-case/data/players.csv,2026-07-31T12:24:39.082Z
P00082,2024-02-24,affiliate,BR,BRL,verified,false,file:///home/claude/flutter-martech-case/data/players.csv,2026-07-31T12:24:39.082Z
P00083,2024-02-15,seo,BR,BRL,verified,false,file:///home/claude/flutter-martech-case/data/players.csv,2026-07-31T12:24:39.082Z
P00084,2024-01-04,affiliate,AO,BRL,verified,false,file:///home/claude/flutter-martech-case/data/players.csv,2026-07-31T12:24:39.082Z
P00085,2023-08-01,seo,BR,BRL,verified,false,file:///home/claude/flutter-martech-case/data/players.csv,2026-07-31T12:24:39.082Z
P00086,2023-08-19,influencer,BR,BRL,pending,false,file:///home/claude/flutter-martech-case/data/players.csv,2026-07-31T12:24:39.082Z
P00087,2023-09-08,,AO,USD,verified,false,file:///home/claude/flutter-martech-case/data/players.csv,2026-07-31T12:24:39.082Z
P00088,2023-11-21,seo,BR,BRL,verified,false,file:///home/claude/flutter-martech-case/data/players.csv,2026-07-31T12:24:39.082Z
P00089,2024-03-15,,BR,BRL,verified,false,file:///home/claude/flutter-martech-case/data/players.csv,2026-07-31T12:24:39.082Z
P00090,2024-02-12,paid_social,BR,BRL,verified,false,file:///home/claude/flutter-martech-case/data/players.csv,2026-07-31T12:24:39.082Z
P00091,2023-09-16,seo,AO,USD,verified,false,file:///home/claude/flutter-martech-case/data/players.csv,2026-07-31T12:24:39.082Z
P00092,2024-03-07,seo,BR,BRL,pending,false,file:///home/claude/flutter-martech-case/data/players.csv,2026-07-31T12:24:39.082Z
P00093,2023-08-23,seo,BR,BRL,pending,false,file:///home/claude/flutter-martech-case/data/players.csv,2026-07-31T12:24:39.082Z
P00094,2023-11-14,influencer,BR,BRL,verified,false,file:///home/claude/flutter-martech-case/data/players.csv,2026-07-31T12:24:39.082Z
P00095,2023-10-13,,BR,BRL,verified,false,file:///home/claude/flutter-martech-case/data/players.csv,2026-07-31T12:24:39.082Z
P00096,2023-12-20,affiliate,BR,BRL,pending,false,file:///home/claude/flutter-martech-case/data/players.csv,2026-07-31T12:24:39.082Z
P00097,2023-12-06,organic,AO,USD,verified,false,file:///home/claude/flutter-martech-case/data/players.csv,2026-07-31T12:24:39.082Z
P00098,2023-11-07,affiliate,BR,BRL,verified,false,file:///home/claude/flutter-martech-case/data/players.csv,2026-07-31T12:24:39.082Z
P00099,2023-10-08,organic,PT,EUR,verified,false,file:///home/claude/flutter-martech-case/data/players.csv,2026-07-31T12:24:39.082Z
P00100,2023-12-16,influencer,BR,BRL,pending,false,file:///home/claude/flutter-martech-case/data/players.csv,2026-07-31T12:24:39.082Z
P00101,2023-12-25,,BR,BRL,verified,false,file:///home/claude/flutter-martech-case/data/players.csv,2026-07-31T12:24:39.082Z
P00102,2024-01-17,affiliate,PT,EUR,verified,false,file:///home/claude/flutter-martech-case/data/players.csv,2026-07-31T12:24:39.082Z
P00103,2024-03-11,paid_social,PT,USD,verified,false,file:///home/claude/flutter-martech-case/data/players.csv,2026-07-31T12:24:39.082Z
P00104,2024-02-17,seo,AO,USD,pending,false,file:///home/claude/flutter-martech-case/data/players.csv,2026-07-31T12:24:39.082Z
P00105,2023-10-21,seo,BR,BRL,verified,false,file:///home/claude/flutter-martech-case/data/players.csv,2026-07-31T12:24:39.082Z
P00106,2023-09-28,paid_social,PT,EUR,verified,false,file:///home/claude/flutter-martech-case/data/players.csv,2026-07-31T12:24:39.082Z
P00107,2023-08-08,organic,BR,BRL,verified,false,file:///home/claude/flutter-martech-case/data/players.csv,2026-07-31T12:24:39.082Z
P00108,2024-02-19,seo,BR,EUR,verified,false,file:///home/claude/flutter-martech-case/data/players.csv,2026-07-31T12:24:39.082Z
P00109,2024-01-11,paid_social,BR,BRL,verified,false,file:///home/claude/flutter-martech-case/data/players.csv,2026-07-31T12:24:39.082Z
P00110,2023-11-22,organic,AO,USD,verified,false,file:///home/claude/flutter-martech-case/data/players.csv,2026-07-31T12:24:39.082Z
P00111,2023-11-07,influencer,PT,USD,verified,true,file:///home/claude/flutter-martech-case/data/players.csv,2026-07-31T12:24:39.082Z
P00112,2023-10-10,paid_social,BR,BRL,verified,false,file:///home/claude/flutter-martech-case/data/players.csv,2026-07-31T12:24:39.082Z
P00113,2024-01-03,affiliate,PT,EUR,verified,false,file:///home/claude/flutter-martech-case/data/players.csv,2026-07-31T12:24:39.082Z
P00114,2024-01-08,paid_social,BR,BRL,verified,false,file:///home/claude/flutter-martech-case/data/players.csv,2026-07-31T12:24:39.082Z
P00115,2023-10-15,affiliate,BR,BRL,verified,true,file:///home/claude/flutter-martech-case/data/players.csv,2026-07-31T12:24:39.082Z
P00116,2023-10-05,organic,AO,USD,verified,false,file:///home/claude/flutter-martech-case/data/players.csv,2026-07-31T12:24:39.082Z
P00117,2024-02-10,seo,AO,USD,pending,false,file:///home/claude/flutter-martech-case/data/players.csv,2026-07-31T12:24:39.082Z
P00118,2023-10-07,organic,BR,BRL,pending,true,file:///home/claude/flutter-martech-case/data/players.csv,2026-07-31T12:24:39.082Z
P00119,2023-08-07,organic,BR,BRL,verified,false,file:///home/claude/flutter-martech-case/data/players.csv,2026-07-31T12:24:39.082Z
P00120,2024-01-27,,BR,BRL,verified,true,file:///home/claude/flutter-martech-case/data/players.csv,2026-07-31T12:24:39.082Z
P00121,2023-11-08,influencer,BR,BRL,verified,false,file:///home/claude/flutter-martech-case/data/players.csv,2026-07-31T12:24:39.082Z
P00122,2024-03-01,,BR,BRL,verified,false,file:///home/claude/flutter-martech-case/data/players.csv,2026-07-31T12:24:39.082Z
P00123,2023-11-01,influencer,BR,BRL,verified,false,file:///home/claude/flutter-martech-case/data/players.csv,2026-07-31T12:24:39.082Z
P00124,2024-03-05,influencer,PT,BRL,verified,false,file:///home/claude/flutter-martech-case/data/players.csv,2026-07-31T12:24:39.082Z
P00125,2023-12-23,influencer,BR,BRL,verified,false,file:///home/claude/flutter-martech-case/data/players.csv,2026-07-31T12:24:39.082Z
P00126,2024-02-18,affiliate,AO,BRL,verified,false,file:///home/claude/flutter-martech-case/data/players.csv,2026-07-31T12:24:39.082Z
P00127,2023-08-04,influencer,BR,BRL,verified,false,file:///home/claude/flutter-martech-case/data/players.csv,2026-07-31T12:24:39.082Z
P00128,2023-08-30,organic,PT,EUR,verified,false,file:///home/claude/flutter-martech-case/data/players.csv,2026-07-31T12:24:39.082Z
P00129,2024-02-03,influencer,PT,EUR,verified,false,file:///home/claude/flutter-martech-case/data/players.csv,2026-07-31T12:24:39.082Z
P00130,2023-11-11,,BR,EUR,verified,false,file:///home/claude/flutter-martech-case/data/players.csv,2026-07-31T12:24:39.082Z
P00131,2024-01-07,organic,BR,BRL,verified,false,file:///home/claude/flutter-martech-case/data/players.csv,2026-07-31T12:24:39.082Z
P00132,2023-08-26,influencer,PT,EUR,verified,false,file:///home/claude/flutter-martech-case/data/players.csv,2026-07-31T12:24:39.082Z
P00133,2024-02-28,paid_social,BR,BRL,verified,false,file:///home/claude/flutter-martech-case/data/players.csv,2026-07-31T12:24:39.082Z
P00134,2023-08-18,paid_social,BR,USD,verified,false,file:///home/claude/flutter-martech-case/data/players.csv,2026-07-31T12:24:39.082Z
P00135,2023-12-22,seo,BR,USD,verified,false,file:///home/claude/flutter-martech-case/data/players.csv,2026-07-31T12:24:39.082Z
P00136,2023-08-27,seo,BR,BRL,verified,false,file:///home/claude/flutter-martech-case/data/players.csv,2026-07-31T12:24:39.082Z
P00137,2023-10-11,influencer,BR,BRL,pending,false,file:///home/claude/flutter-martech-case/data/players.csv,2026-07-31T12:24:39.082Z
P00138,2024-01-03,,AO,USD,verified,false,file:///home/claude/flutter-martech-case/data/players.csv,2026-07-31T12:24:39.082Z
P00139,2023-08-02,,BR,EUR,verified,false,file:///home/claude/flutter-martech-case/data/players.csv,2026-07-31T12:24:39.082Z
P00140,2023-09-25,affiliate,BR,BRL,verified,false,file:///home/claude/flutter-martech-case/data/players.csv,2026-07-31T12:24:39.082Z
P00141,2024-03-14,paid_social,BR,EUR,verified,false,file:///home/claude/flutter-martech-case/data/players.csv,2026-07-31T12:24:39.082Z
P00142,2023-11-15,paid_social,BR,BRL,verified,false,file:///home/claude/flutter-martech-case/data/players.csv,2026-07-31T12:24:39.082Z
P00143,2024-01-18,,BR,BRL,verified,false,file:///home/claude/flutter-martech-case/data/players.csv,2026-07-31T12:24:39.082Z
P00144,2023-10-14,seo,BR,EUR,verified,false,file:///home/claude/flutter-martech-case/data/players.csv,2026-07-31T12:24:39.082Z
P00145,2023-08-19,,BR,BRL,pending,false,file:///home/claude/flutter-martech-case/data/players.csv,2026-07-31T12:24:39.082Z
P00146,2023-11-12,paid_social,PT,EUR,rejected,false,file:///home/claude/flutter-martech-case/data/players.csv,2026-07-31T12:24:39.082Z
P00147,2024-02-29,seo,BR,BRL,verified,false,file:///home/claude/flutter-martech-case/data/players.csv,2026-07-31T12:24:39.082Z
P00148,2024-03-10,organic,BR,BRL,verified,false,file:///home/claude/flutter-martech-case/data/players.csv,2026-07-31T12:24:39.082Z
P00149,2024-02-15,affiliate,BR,BRL,verified,false,file:///home/claude/flutter-martech-case/data/players.csv,2026-07-31T12:24:39.082Z
P00150,2023-08-20,seo,BR,BRL,verified,false,file:///home/claude/flutter-martech-case/data/players.csv,2026-07-31T12:24:39.082Z
P00151,2024-01-12,organic,BR,BRL,verified,false,file:///home/claude/flutter-martech-case/data/players.csv,2026-07-31T12:24:39.082Z
P00152,2023-12-30,organic,BR,BRL,verified,false,file:///home/claude/flutter-martech-case/data/players.csv,2026-07-31T12:24:39.082Z
P00153,2024-03-09,influencer,AO,EUR,verified,false,file:///home/claude/flutter-martech-case/data/players.csv,2026-07-31T12:24:39.082Z
P00154,2023-11-24,affiliate,AO,USD,verified,false,file:///home/claude/flutter-martech-case/data/players.csv,2026-07-31T12:24:39.082Z
P00155,2024-02-24,paid_social,PT,EUR,verified,false,file:///home/claude/flutter-martech-case/data/players.csv,2026-07-31T12:24:39.082Z
P00156,2023-12-13,organic,BR,USD,verified,false,file:///home/claude/flutter-martech-case/data/players.csv,2026-07-31T12:24:39.082Z
P00157,2024-01-13,influencer,BR,BRL,verified,false,file:///home/claude/flutter-martech-case/data/players.csv,2026-07-31T12:24:39.082Z
P00158,2024-03-11,affiliate,BR,EUR,verified,false,file:///home/claude/flutter-martech-case/data/players.csv,2026-07-31T12:24:39.082Z
P00159,2023-12-31,seo,PT,EUR,verified,false,file:///home/claude/flutter-martech-case/data/players.csv,2026-07-31T12:24:39.082Z
P00160,2023-12-13,influencer,BR,BRL,verified,false,file:///home/claude/flutter-martech-case/data/players.csv,2026-07-31T12:24:39.082Z
P00161,2023-12-03,,BR,BRL,pending,false,file:///home/claude/flutter-martech-case/data/players.csv,2026-07-31T12:24:39.082Z
P00162,2024-02-06,influencer,PT,USD,verified,false,file:///home/claude/flutter-martech-case/data/players.csv,2026-07-31T12:24:39.082Z
P00163,2024-01-07,paid_social,PT,USD,verified,false,file:///home/claude/flutter-martech-case/data/players.csv,2026-07-31T12:24:39.082Z
P00164,2024-02-09,influencer,PT,EUR,rejected,false,file:///home/claude/flutter-martech-case/data/players.csv,2026-07-31T12:24:39.082Z
P00165,2023-11-03,seo,BR,BRL,verified,false,file:///home/claude/flutter-martech-case/data/players.csv,2026-07-31T12:24:39.082Z
P00166,2024-02-26,,BR,BRL,verified,false,file:///home/claude/flutter-martech-case/data/players.csv,2026-07-31T12:24:39.082Z
P00167,2024-03-05,organic,BR,BRL,verified,false,file:///home/claude/flutter-martech-case/data/players.csv,2026-07-31T12:24:39.082Z
P00168,2024-02-26,paid_social,BR,BRL,verified,false,file:///home/claude/flutter-martech-case/data/players.csv,2026-07-31T12:24:39.082Z
P00169,2023-11-04,paid_social,BR,BRL,verified,false,file:///home/claude/flutter-martech-case/data/players.csv,2026-07-31T12:24:39.082Z
P00170,2024-02-29,seo,BR,BRL,verified,false,file:///home/claude/flutter-martech-case/data/players.csv,2026-07-31T12:24:39.082Z
P00171,2023-12-19,seo,AO,USD,verified,true,file:///home/claude/flutter-martech-case/data/players.csv,2026-07-31T12:24:39.082Z
P00172,2024-01-11,paid_social,PT,EUR,verified,false,file:///home/claude/flutter-martech-case/data/players.csv,2026-07-31T12:24:39.082Z
P00173,2023-10-01,paid_social,PT,EUR,verified,false,file:///home/claude/flutter-martech-case/data/players.csv,2026-07-31T12:24:39.082Z
P00174,2023-12-13,influencer,AO,EUR,rejected,false,file:///home/claude/flutter-martech-case/data/players.csv,2026-07-31T12:24:39.082Z
P00175,2023-08-12,organic,BR,BRL,verified,false,file:///home/claude/flutter-martech-case/data/players.csv,2026-07-31T12:24:39.082Z
P00176,2024-01-08,organic,BR,BRL,verified,false,file:///home/claude/flutter-martech-case/data/players.csv,2026-07-31T12:24:39.082Z
P00177,2024-01-26,paid_social,BR,BRL,pending,false,file:///home/claude/flutter-martech-case/data/players.csv,2026-07-31T12:24:39.082Z
P00178,2024-03-14,influencer,BR,BRL,pending,true,file:///home/claude/flutter-martech-case/data/players.csv,2026-07-31T12:24:39.082Z
P00179,2023-10-13,organic,BR,BRL,verified,false,file:///home/claude/flutter-martech-case/data/players.csv,2026-07-31T12:24:39.082Z
P00180,2023-11-07,seo,BR,EUR,verified,false,file:///home/claude/flutter-martech-case/data/players.csv,2026-07-31T12:24:39.082Z
P00181,2023-08-21,affiliate,BR,BRL,verified,false,file:///home/claude/flutter-martech-case/data/players.csv,2026-07-31T12:24:39.082Z
P00182,2023-11-23,seo,BR,BRL,verified,false,file:///home/claude/flutter-martech-case/data/players.csv,2026-07-31T12:24:39.082Z
P00183,2023-10-10,,BR,BRL,verified,false,file:///home/claude/flutter-martech-case/data/players.csv,2026-07-31T12:24:39.082Z
P00184,2023-09-10,,AO,EUR,verified,false,file:///home/claude/flutter-martech-case/data/players.csv,2026-07-31T12:24:39.082Z
P00185,2023-12-24,organic,BR,USD,verified,false,file:///home/claude/flutter-martech-case/data/players.csv,2026-07-31T12:24:39.082Z
P00186,2023-10-20,,BR,BRL,verified,false,file:///home/claude/flutter-martech-case/data/players.csv,2026-07-31T12:24:39.082Z
P00187,2023-10-07,affiliate,PT,EUR,verified,false,file:///home/claude/flutter-martech-case/data/players.csv,2026-07-31T12:24:39.082Z
P00188,2023-09-04,seo,PT,EUR,pending,false,file:///home/claude/flutter-martech-case/data/players.csv,2026-07-31T12:24:39.082Z
P00189,2023-10-28,organic,PT,EUR,pending,false,file:///home/claude/flutter-martech-case/data/players.csv,2026-07-31T12:24:39.082Z
P00190,2024-02-20,affiliate,BR,BRL,verified,false,file:///home/claude/flutter-martech-case/data/players.csv,2026-07-31T12:24:39.082Z
P00191,2023-11-03,affiliate,BR,BRL,verified,false,file:///home/claude/flutter-martech-case/data/players.csv,2026-07-31T12:24:39.082Z
P00192,2023-12-13,,BR,BRL,rejected,false,file:///home/claude/flutter-martech-case/data/players.csv,2026-07-31T12:24:39.082Z
P00193,2023-12-11,influencer,BR,BRL,verified,false,file:///home/claude/flutter-martech-case/data/players.csv,2026-07-31T12:24:39.082Z
P00194,2023-08-15,organic,PT,EUR,verified,false,file:///home/claude/flutter-martech-case/data/players.csv,2026-07-31T12:24:39.082Z
P00195,2023-10-12,influencer,PT,EUR,verified,false,file:///home/claude/flutter-martech-case/data/players.csv,2026-07-31T12:24:39.082Z
P00196,2023-09-13,affiliate,BR,BRL,verified,false,file:///home/claude/flutter-martech-case/data/players.csv,2026-07-31T12:24:39.082Z
P00197,2023-08-11,influencer,PT,BRL,verified,false,file:///home/claude/flutter-martech-case/data/players.csv,2026-07-31T12:24:39.082Z
P00198,2023-12-06,organic,PT,EUR,pending,false,file:///home/claude/flutter-martech-case/data/players.csv,2026-07-31T12:24:39.082Z
P00199,2024-01-24,seo,BR,BRL,verified,false,file:///home/claude/flutter-martech-case/data/players.csv,2026-07-31T12:24:39.082Z
P00200,2024-02-04,seo,AO,USD,verified,false,file:///home/claude/flutter-martech-case/data/players.csv,2026-07-31T12:24:39.082Z
P00201,2023-09-01,,BR,BRL,pending,false,file:///home/claude/flutter-martech-case/data/players.csv,2026-07-31T12:24:39.082Z
P00202,2024-02-25,organic,BR,BRL,verified,false,file:///home/claude/flutter-martech-case/data/players.csv,2026-07-31T12:24:39.082Z
P00203,2023-12-06,influencer,BR,BRL,verified,true,file:///home/claude/flutter-martech-case/data/players.csv,2026-07-31T12:24:39.082Z
P00204,2023-12-05,seo,BR,BRL,verified,false,file:///home/claude/flutter-martech-case/data/players.csv,2026-07-31T12:24:39.082Z
P00205,2024-02-03,paid_social,BR,BRL,verified,false,file:///home/claude/flutter-martech-case/data/players.csv,2026-07-31T12:24:39.082Z
