bet_id,player_id,bet_ts,stake,currency,product,payout,_source_file,_ingested_at
B0001355,P00112,2023-11-19T01:14:00Z,430.59,BRL,casino,0.00,file:///home/claude/flutter-martech-case/data/bets.csv,2026-07-31T13:06:36.070Z
B0002850,P00202,2024-03-10T07:03:00Z,237.34,BRL,casino,755.67,file:///home/claude/flutter-martech-case/data/bets.csv,2026-07-31T13:06:36.070Z
B0001131,P00095,2023-10-14T00:13:00Z,634.72,BRL,casino,0.00,file:///home/claude/flutter-martech-case/data/bets.csv,2026-07-31T13:06:36.070Z
B0001251,P00102,2024-01-20T18:08:00Z,124.50,EUR,sports,245.81,file:///home/claude/flutter-martech-case/data/bets.csv,2026-07-31T13:06:36.070Z
B0001061,P00089,2024-03-15T19:12:00Z,126.09,BRL,casino,0.00,file:///home/claude/flutter-martech-case/data/bets.csv,2026-07-31T13:06:36.070Z
B0001397,P00115,2023-10-29T05:08:00Z,16.83,BRL,casino,0.00,file:///home/claude/flutter-martech-case/data/bets.csv,2026-07-31T13:06:36.070Z
B0001136,P00095,2023-12-17T01:24:00Z,18.87,BRL,casino,0.00,file:///home/claude/flutter-martech-case/data/bets.csv,2026-07-31T13:06:36.070Z
B0000876,P00073,2024-01-12T03:03:00Z,33.41,EUR,casino,0.00,file:///home/claude/flutter-martech-case/data/bets.csv,2026-07-31T13:06:36.070Z
B0002810,P00202,2024-03-10T18:02:00Z,27.53,BRL,sports,0.00,file:///home/claude/flutter-martech-case/data/bets.csv,2026-07-31T13:06:36.070Z
B0002820,P00202,2024-02-27T03:32:00Z,9.21,EUR,sports,0.00,file:///home/claude/flutter-martech-case/data/bets.csv,2026-07-31T13:06:36.070Z
B0002288,P00158,2024-03-14T00:55:00Z,422.79,BRL,sports,0.00,file:///home/claude/flutter-martech-case/data/bets.csv,2026-07-31T13:06:36.070Z
B0002835,P00202,2024-03-02T02:59:00Z,365.56,BRL,sports,0.00,file:///home/claude/flutter-martech-case/data/bets.csv,2026-07-31T13:06:36.070Z
B0002654,P00193,2024-03-22T02:10:00Z,136.91,USD,casino,0.00,file:///home/claude/flutter-martech-case/data/bets.csv,2026-07-31T13:06:36.070Z
B0003574,P00241,2023-12-17T03:27:00Z,94.54,BRL,sports,293.15,file:///home/claude/flutter-martech-case/data/bets.csv,2026-07-31T13:06:36.070Z
B0002330,P00164,2024-02-11T07:09:00Z,24.32,EUR,casino,0.00,file:///home/claude/flutter-martech-case/data/bets.csv,2026-07-31T13:06:36.070Z
B0003234,P00221,2023-09-02T22:23:00Z,964.32,BRL,casino,2567.21,file:///home/claude/flutter-martech-case/data/bets.csv,2026-07-31T13:06:36.070Z
B0001093,P00092,2024-03-08T19:56:00Z,974.85,BRL,sports,0.00,file:///home/claude/flutter-martech-case/data/bets.csv,2026-07-31T13:06:36.070Z
B0003643,P00246,2024-02-07T05:45:00Z,225.27,BRL,sports,0.00,file:///home/claude/flutter-martech-case/data/bets.csv,2026-07-31T13:06:36.070Z
B0001567,P00120,2024-01-27T20:48:00Z,869.01,BRL,sports,0.00,file:///home/claude/flutter-martech-case/data/bets.csv,2026-07-31T13:06:36.070Z
B0003419,P00231,2024-02-13T00:21:00Z,543.50,BRL,sports,0.00,file:///home/claude/flutter-martech-case/data/bets.csv,2026-07-31T13:06:36.070Z
B0002389,P00170,2024-03-06T02:37:00Z,695.46,BRL,casino,1014.59,file:///home/claude/flutter-martech-case/data/bets.csv,2026-07-31T13:06:36.070Z
B0000926,P00078,2024-02-22T19:08:00Z,720.17,BRL,sports,2036.79,file:///home/claude/flutter-martech-case/data/bets.csv,2026-07-31T13:06:36.070Z
B0003048,P00216,2023-12-16T10:05:00Z,628.76,BRL,casino,0.00,file:///home/claude/flutter-martech-case/data/bets.csv,2026-07-31T13:06:36.070Z
B0001259,P00103,2024-03-12T02:26:00Z,34.91,EUR,sports,0.00,file:///home/claude/flutter-martech-case/data/bets.csv,2026-07-31T13:06:36.070Z
B0001795,P00136,2024-03-05T17:33:00Z,494.24,BRL,sports,0.00,file:///home/claude/flutter-martech-case/data/bets.csv,2026-07-31T13:06:36.070Z
B0001524,P00118,2023-10-23T09:53:00Z,776.02,BRL,sports,0.00,file:///home/claude/flutter-martech-case/data/bets.csv,2026-07-31T13:06:36.070Z
B0001161,P00098,2024-03-06T12:33:00Z,865.86,BRL,sports,2920.76,file:///home/claude/flutter-martech-case/data/bets.csv,2026-07-31T13:06:36.070Z
B0000558,P00046,2023-09-17T17:31:00Z,350.70,BRL,casino,1077.60,file:///home/claude/flutter-martech-case/data/bets.csv,2026-07-31T13:06:36.070Z
B0000752,P00066,2024-01-06T22:48:00Z,1.02,USD,casino,0.00,file:///home/claude/flutter-martech-case/data/bets.csv,2026-07-31T13:06:36.070Z
B0002898,P00207,2024-02-03T03:54:00Z,952.28,BRL,casino,0.00,file:///home/claude/flutter-martech-case/data/bets.csv,2026-07-31T13:06:36.070Z
B0000128,P00008,2024-02-08T23:16:00Z,555.64,BRL,sports,1883.02,file:///home/claude/flutter-martech-case/data/bets.csv,2026-07-31T13:06:36.070Z
B0000416,P00033,2024-03-13T12:49:00Z,57.71,BRL,sports,0.00,file:///home/claude/flutter-martech-case/data/bets.csv,2026-07-31T13:06:36.070Z
B0001464,P00118,2023-12-01T00:01:00Z,1.30,USD,casino,2.21,file:///home/claude/flutter-martech-case/data/bets.csv,2026-07-31T13:06:36.070Z
B0003063,P00216,2023-12-17T18:22:00Z,115.46,EUR,sports,0.00,file:///home/claude/flutter-martech-case/data/bets.csv,2026-07-31T13:06:36.070Z
B0002360,P00167,2024-03-12T22:20:00Z,83.95,BRL,casino,139.49,file:///home/claude/flutter-martech-case/data/bets.csv,2026-07-31T13:06:36.070Z
B0000644,P00054,2023-11-23T09:26:00Z,467.88,BRL,sports,0.00,file:///home/claude/flutter-martech-case/data/bets.csv,2026-07-31T13:06:36.070Z
B0000796,P00069,2024-02-20T09:29:00Z,161.38,USD,sports,457.67,file:///home/claude/flutter-martech-case/data/bets.csv,2026-07-31T13:06:36.070Z
B0000286,P00026,2024-03-03T15:26:00Z,723.44,BRL,casino,2113.75,file:///home/claude/flutter-martech-case/data/bets.csv,2026-07-31T13:06:36.070Z
B0003128,P00217,2024-02-08T20:40:00Z,212.44,BRL,casino,312.33,file:///home/claude/flutter-martech-case/data/bets.csv,2026-07-31T13:06:36.070Z
B0002104,P00145,2023-10-14T02:49:00Z,41.15,BRL,sports,101.29,file:///home/claude/flutter-martech-case/data/bets.csv,2026-07-31T13:06:36.070Z
B0002873,P00205,2024-02-03T06:10:00Z,46.37,USD,casino,0.00,file:///home/claude/flutter-martech-case/data/bets.csv,2026-07-31T13:06:36.070Z
B0003131,P00217,2024-03-01T23:58:00Z,782.85,BRL,casino,1367.08,file:///home/claude/flutter-martech-case/data/bets.csv,2026-07-31T13:06:36.070Z
B0000552,P00045,2024-02-24T02:00:00Z,7.47,EUR,sports,16.97,file:///home/claude/flutter-martech-case/data/bets.csv,2026-07-31T13:06:36.070Z
B0002851,P00202,2024-02-27T02:35:00Z,89.65,BRL,sports,0.00,file:///home/claude/flutter-martech-case/data/bets.csv,2026-07-31T13:06:36.070Z
B0000100,P00007,2024-02-23T13:05:00Z,166.28,EUR,casino,0.00,file:///home/claude/flutter-martech-case/data/bets.csv,2026-07-31T13:06:36.070Z
B0003660,P00247,2024-02-03T04:06:00Z,801.28,BRL,casino,1672.00,file:///home/claude/flutter-martech-case/data/bets.csv,2026-07-31T13:06:36.070Z
B0001223,P00101,2024-01-30T12:42:00Z,674.86,BRL,sports,1231.43,file:///home/claude/flutter-martech-case/data/bets.csv,2026-07-31T13:06:36.070Z
B0000367,P00029,2023-12-06T17:29:00Z,190.39,BRL,sports,610.30,file:///home/claude/flutter-martech-case/data/bets.csv,2026-07-31T13:06:36.070Z
B0003331,P00226,2024-01-09T14:31:00Z,995.55,BRL,casino,0.00,file:///home/claude/flutter-martech-case/data/bets.csv,2026-07-31T13:06:36.070Z
B0003157,P00217,2024-02-02T09:23:00Z,152.07,USD,casino,252.76,file:///home/claude/flutter-martech-case/data/bets.csv,2026-07-31T13:06:36.070Z
B0001939,P00140,2023-10-10T11:06:00Z,209.09,BRL,casino,0.00,file:///home/claude/flutter-martech-case/data/bets.csv,2026-07-31T13:06:36.070Z
B0003609,P00244,2023-10-07T16:34:00Z,303.36,BRL,casino,0.00,file:///home/claude/flutter-martech-case/data/bets.csv,2026-07-31T13:06:36.070Z
B0002746,P00198,2023-12-10T06:04:00Z,169.68,EUR,sports,0.00,file:///home/claude/flutter-martech-case/data/bets.csv,2026-07-31T13:06:36.070Z
B0002523,P00188,2024-02-04T08:23:00Z,131.49,EUR,casino,0.00,file:///home/claude/flutter-martech-case/data/bets.csv,2026-07-31T13:06:36.070Z
B0002643,P00193,2024-02-27T00:46:00Z,115.85,USD,casino,0.00,file:///home/claude/flutter-martech-case/data/bets.csv,2026-07-31T13:06:36.070Z
B0003650,P00247,2024-02-11T03:41:00Z,295.42,BRL,casino,796.23,file:///home/claude/flutter-martech-case/data/bets.csv,2026-07-31T13:06:36.070Z
B0002888,P00206,2023-11-09T20:48:00Z,804.51,BRL,sports,0.00,file:///home/claude/flutter-martech-case/data/bets.csv,2026-07-31T13:06:36.070Z
B0001982,P00142,2024-02-21T11:45:00Z,347.63,BRL,sports,0.00,file:///home/claude/flutter-martech-case/data/bets.csv,2026-07-31T13:06:36.070Z
B0002684,P00194,2023-10-11T23:28:00Z,151.96,USD,casino,0.00,file:///home/claude/flutter-martech-case/data/bets.csv,2026-07-31T13:06:36.070Z
B0001937,P00140,2023-09-28T04:37:00Z,719.82,BRL,sports,0.00,file:///home/claude/flutter-martech-case/data/bets.csv,2026-07-31T13:06:36.070Z
B0001638,P00129,2024-02-28T00:42:00Z,141.79,EUR,casino,0.00,file:///home/claude/flutter-martech-case/data/bets.csv,2026-07-31T13:06:36.070Z
B0001284,P00108,2024-03-04T15:51:00Z,863.64,BRL,sports,0.00,file:///home/claude/flutter-martech-case/data/bets.csv,2026-07-31T13:06:36.070Z
B0002627,P00193,2024-02-10T03:07:00Z,163.20,EUR,casino,294.82,file:///home/claude/flutter-martech-case/data/bets.csv,2026-07-31T13:06:36.070Z
B0002184,P00153,2024-03-09T10:45:00Z,120.45,USD,casino,0.00,file:///home/claude/flutter-martech-case/data/bets.csv,2026-07-31T13:06:36.070Z
B0000773,P00067,2024-03-10T18:32:00Z,63.26,USD,casino,0.00,file:///home/claude/flutter-martech-case/data/bets.csv,2026-07-31T13:06:36.070Z
B0002225,P00155,2024-03-23T23:45:00Z,163.70,EUR,sports,0.00,file:///home/claude/flutter-martech-case/data/bets.csv,2026-07-31T13:06:36.070Z
B0003050,P00216,2023-11-22T02:27:00Z,157.68,BRL,sports,0.00,file:///home/claude/flutter-martech-case/data/bets.csv,2026-07-31T13:06:36.070Z
B0001307,P00110,2023-12-25T05:08:00Z,111.70,USD,sports,213.50,file:///home/claude/flutter-martech-case/data/bets.csv,2026-07-31T13:06:36.070Z
B0002796,P00202,2024-03-01T05:04:00Z,553.22,BRL,sports,0.00,file:///home/claude/flutter-martech-case/data/bets.csv,2026-07-31T13:06:36.070Z
B0003146,P00217,2024-01-30T21:38:00Z,712.14,BRL,casino,0.00,file:///home/claude/flutter-martech-case/data/bets.csv,2026-07-31T13:06:36.070Z
B0001192,P00099,2023-10-14T18:01:00Z,644.60,BRL,casino,1734.39,file:///home/claude/flutter-martech-case/data/bets.csv,2026-07-31T13:06:36.070Z
B0000065,P00006,2024-02-23T00:49:00Z,463.98,BRL,casino,0.00,file:///home/claude/flutter-martech-case/data/bets.csv,2026-07-31T13:06:36.070Z
B0002431,P00179,2023-10-26T19:10:00Z,814.85,BRL,casino,1401.73,file:///home/claude/flutter-martech-case/data/bets.csv,2026-07-31T13:06:36.070Z
B0001126,P00094,2023-11-18T12:41:00Z,192.79,USD,sports,0.00,file:///home/claude/flutter-martech-case/data/bets.csv,2026-07-31T13:06:36.070Z
B0001402,P00115,2023-10-19T06:44:00Z,716.06,BRL,casino,974.03,file:///home/claude/flutter-martech-case/data/bets.csv,2026-07-31T13:06:36.070Z
B0000872,P00073,2024-01-14T04:49:00Z,658.44,BRL,sports,1722.37,file:///home/claude/flutter-martech-case/data/bets.csv,2026-07-31T13:06:36.070Z
B0000533,P00043,2023-11-17T00:48:00Z,698.80,BRL,sports,0.00,file:///home/claude/flutter-martech-case/data/bets.csv,2026-07-31T13:06:36.070Z
B0001606,P00123,2023-11-11T01:50:00Z,324.04,BRL,sports,980.41,file:///home/claude/flutter-martech-case/data/bets.csv,2026-07-31T13:06:36.070Z
B0001942,P00140,2023-09-25T14:05:00Z,580.45,BRL,sports,0.00,file:///home/claude/flutter-martech-case/data/bets.csv,2026-07-31T13:06:36.070Z
B0002409,P00173,2023-10-03T02:00:00Z,41.10,EUR,sports,59.38,file:///home/claude/flutter-martech-case/data/bets.csv,2026-07-31T13:06:36.070Z
B0003320,P00223,2024-02-18T18:37:00Z,58.57,BRL,casino,173.59,file:///home/claude/flutter-martech-case/data/bets.csv,2026-07-31T13:06:36.070Z
B0001089,P00091,2023-09-30T23:32:00Z,165.63,USD,sports,528.09,file:///home/claude/flutter-martech-case/data/bets.csv,2026-07-31T13:06:36.070Z
B0002402,P00172,2024-03-14T00:29:00Z,65.88,EUR,sports,0.00,file:///home/claude/flutter-martech-case/data/bets.csv,2026-07-31T13:06:36.070Z
B0003348,P00227,2024-02-23T18:48:00Z,731.27,BRL,sports,0.00,file:///home/claude/flutter-martech-case/data/bets.csv,2026-07-31T13:06:36.070Z
B0002732,P00197,2023-08-13T09:03:00Z,114.51,EUR,casino,211.08,file:///home/claude/flutter-martech-case/data/bets.csv,2026-07-31T13:06:36.070Z
B0002572,P00188,2024-01-01T02:05:00Z,148.55,EUR,casino,0.00,file:///home/claude/flutter-martech-case/data/bets.csv,2026-07-31T13:06:36.070Z
B0000304,P00026,2024-03-05T15:41:00Z,251.73,BRL,sports,730.19,file:///home/claude/flutter-martech-case/data/bets.csv,2026-07-31T13:06:36.070Z
B0003410,P00231,2024-03-06T21:01:00Z,376.25,BRL,sports,0.00,file:///home/claude/flutter-martech-case/data/bets.csv,2026-07-31T13:06:36.070Z
B0000953,P00079,2023-09-17T21:25:00Z,129.07,BRL,casino,0.00,file:///home/claude/flutter-martech-case/data/bets.csv,2026-07-31T13:06:36.070Z
B0003386,P00229,2023-09-05T15:18:00Z,938.39,BRL,sports,0.00,file:///home/claude/flutter-martech-case/data/bets.csv,2026-07-31T13:06:36.070Z
B0001839,P00138,2024-02-04T02:52:00Z,152.66,USD,sports,0.00,file:///home/claude/flutter-martech-case/data/bets.csv,2026-07-31T13:06:36.070Z
B0003318,P00222,2023-11-15T03:54:00Z,444.03,BRL,casino,1126.54,file:///home/claude/flutter-martech-case/data/bets.csv,2026-07-31T13:06:36.070Z
B0000774,P00067,2024-03-11T02:42:00Z,28.71,EUR,casino,0.00,file:///home/claude/flutter-martech-case/data/bets.csv,2026-07-31T13:06:36.070Z
B0000094,P00007,2024-01-22T00:52:00Z,56.22,BRL,casino,0.00,file:///home/claude/flutter-martech-case/data/bets.csv,2026-07-31T13:06:36.070Z
B0000014,P00003,2023-12-11T03:13:00Z,810.00,BRL,casino,1318.36,file:///home/claude/flutter-martech-case/data/bets.csv,2026-07-31T13:06:36.070Z
B0001617,P00125,2024-01-04T11:29:00Z,696.35,BRL,casino,869.68,file:///home/claude/flutter-martech-case/data/bets.csv,2026-07-31T13:06:36.070Z
B0002970,P00214,2024-03-07T12:37:00Z,11.05,EUR,casino,26.26,file:///home/claude/flutter-martech-case/data/bets.csv,2026-07-31T13:06:36.070Z
B0003006,P00215,2023-11-20T12:51:00Z,875.91,BRL,casino,1864.87,file:///home/claude/flutter-martech-case/data/bets.csv,2026-07-31T13:06:36.070Z
B0003240,P00222,2023-11-22T22:42:00Z,609.18,BRL,casino,2110.98,file:///home/claude/flutter-martech-case/data/bets.csv,2026-07-31T13:06:36.070Z
B0002689,P00194,2023-12-22T16:00:00Z,155.53,EUR,casino,0.00,file:///home/claude/flutter-martech-case/data/bets.csv,2026-07-31T13:06:36.070Z
B0002275,P00158,2024-03-14T01:49:00Z,514.59,BRL,sports,1469.78,file:///home/claude/flutter-martech-case/data/bets.csv,2026-07-31T13:06:36.070Z
B0000861,P00073,2023-12-06T20:00:00Z,520.69,BRL,casino,0.00,file:///home/claude/flutter-martech-case/data/bets.csv,2026-07-31T13:06:36.070Z
B0000669,P00057,2024-01-26T12:02:00Z,893.42,BRL,sports,1152.13,file:///home/claude/flutter-martech-case/data/bets.csv,2026-07-31T13:06:36.070Z
B0003069,P00216,2023-11-19T10:31:00Z,181.38,BRL,casino,396.07,file:///home/claude/flutter-martech-case/data/bets.csv,2026-07-31T13:06:36.070Z
B0002341,P00165,2023-11-19T13:21:00Z,805.62,BRL,sports,0.00,file:///home/claude/flutter-martech-case/data/bets.csv,2026-07-31T13:06:36.070Z
B0000346,P00028,2023-12-15T18:05:00Z,80.44,USD,sports,166.93,file:///home/claude/flutter-martech-case/data/bets.csv,2026-07-31T13:06:36.070Z
B0000397,P00031,2023-12-10T01:22:00Z,156.41,USD,sports,367.50,file:///home/claude/flutter-martech-case/data/bets.csv,2026-07-31T13:06:36.070Z
B0003314,P00222,2023-11-17T18:29:00Z,703.55,BRL,sports,0.00,file:///home/claude/flutter-martech-case/data/bets.csv,2026-07-31T13:06:36.070Z
B0000039,P00004,2024-02-18T03:03:00Z,648.11,BRL,sports,0.00,file:///home/claude/flutter-martech-case/data/bets.csv,2026-07-31T13:06:36.070Z
B0002941,P00210,2024-02-18T02:18:00Z,541.68,BRL,sports,1423.35,file:///home/claude/flutter-martech-case/data/bets.csv,2026-07-31T13:06:36.070Z
B0003253,P00222,2023-11-23T21:29:00Z,36.50,BRL,sports,0.00,file:///home/claude/flutter-martech-case/data/bets.csv,2026-07-31T13:06:36.070Z
B0002729,P00197,2023-08-14T12:40:00Z,132.35,EUR,sports,0.00,file:///home/claude/flutter-martech-case/data/bets.csv,2026-07-31T13:06:36.070Z
B0003122,P00217,2024-02-13T14:57:00Z,889.31,BRL,casino,0.00,file:///home/claude/flutter-martech-case/data/bets.csv,2026-07-31T13:06:36.070Z
B0001607,P00123,2023-11-02T14:49:00Z,269.79,BRL,sports,0.00,file:///home/claude/flutter-martech-case/data/bets.csv,2026-07-31T13:06:36.070Z
B0003061,P00216,2023-11-27T11:14:00Z,400.11,BRL,sports,0.00,file:///home/claude/flutter-martech-case/data/bets.csv,2026-07-31T13:06:36.070Z
B0000343,P00028,2024-01-25T22:42:00Z,73.92,BRL,sports,0.00,file:///home/claude/flutter-martech-case/data/bets.csv,2026-07-31T13:06:36.070Z
B0003561,P00241,2023-12-22T17:10:00Z,726.92,BRL,casino,2468.26,file:///home/claude/flutter-martech-case/data/bets.csv,2026-07-31T13:06:36.070Z
B0002259,P00157,2024-01-28T18:21:00Z,525.42,BRL,casino,1551.38,file:///home/claude/flutter-martech-case/data/bets.csv,2026-07-31T13:06:36.070Z
B0000016,P00003,2023-11-30T11:06:00Z,388.66,BRL,casino,0.00,file:///home/claude/flutter-martech-case/data/bets.csv,2026-07-31T13:06:36.070Z
B0003569,P00241,2023-12-17T00:50:00Z,415.80,BRL,casino,0.00,file:///home/claude/flutter-martech-case/data/bets.csv,2026-07-31T13:06:36.070Z
B0003001,P00215,2024-02-10T07:35:00Z,635.10,BRL,sports,0.00,file:///home/claude/flutter-martech-case/data/bets.csv,2026-07-31T13:06:36.070Z
B0002516,P00187,2023-11-04T14:53:00Z,29.46,EUR,casino,0.00,file:///home/claude/flutter-martech-case/data/bets.csv,2026-07-31T13:06:36.070Z
B0001257,P00103,2024-03-17T03:34:00Z,57.94,EUR,casino,80.81,file:///home/claude/flutter-martech-case/data/bets.csv,2026-07-31T13:06:36.070Z
B0002049,P00143,2024-02-14T21:17:00Z,601.40,BRL,sports,2084.67,file:///home/claude/flutter-martech-case/data/bets.csv,2026-07-31T13:06:36.070Z
B0002811,P00202,2024-03-06T18:43:00Z,293.90,BRL,sports,760.72,file:///home/claude/flutter-martech-case/data/bets.csv,2026-07-31T13:06:36.070Z
B0001535,P00120,2024-01-27T18:20:00Z,602.68,BRL,sports,0.00,file:///home/claude/flutter-martech-case/data/bets.csv,2026-07-31T13:06:36.070Z
B0000165,P00013,2023-11-06T16:02:00Z,493.24,BRL,casino,0.00,file:///home/claude/flutter-martech-case/data/bets.csv,2026-07-31T13:06:36.070Z
B0000157,P00012,2023-12-27T10:53:00Z,573.31,BRL,casino,0.00,file:///home/claude/flutter-martech-case/data/bets.csv,2026-07-31T13:06:36.070Z
B0001724,P00135,2024-02-02T13:21:00Z,542.78,BRL,sports,1052.94,file:///home/claude/flutter-martech-case/data/bets.csv,2026-07-31T13:06:36.070Z
B0000368,P00029,2023-12-06T08:01:00Z,266.55,BRL,sports,0.00,file:///home/claude/flutter-martech-case/data/bets.csv,2026-07-31T13:06:36.070Z
B0002108,P00145,2023-12-06T09:55:00Z,867.44,BRL,sports,0.00,file:///home/claude/flutter-martech-case/data/bets.csv,2026-07-31T13:06:36.070Z
B0002045,P00143,2024-02-05T23:34:00Z,272.08,BRL,sports,484.90,file:///home/claude/flutter-martech-case/data/bets.csv,2026-07-31T13:06:36.070Z
B0003458,P00234,2023-09-12T21:04:00Z,102.98,EUR,casino,332.12,file:///home/claude/flutter-martech-case/data/bets.csv,2026-07-31T13:06:36.070Z
B0003651,P00247,2024-01-27T21:05:00Z,678.60,BRL,sports,0.00,file:///home/claude/flutter-martech-case/data/bets.csv,2026-07-31T13:06:36.070Z
B0002369,P00167,2024-03-09T07:03:00Z,602.20,BRL,casino,0.00,file:///home/claude/flutter-martech-case/data/bets.csv,2026-07-31T13:06:36.070Z
B0000428,P00035,2023-09-18T14:53:00Z,615.13,BRL,casino,1381.42,file:///home/claude/flutter-martech-case/data/bets.csv,2026-07-31T13:06:36.070Z
B0000302,P00026,2024-03-07T05:04:00Z,665.92,BRL,casino,950.49,file:///home/claude/flutter-martech-case/data/bets.csv,2026-07-31T13:06:36.070Z
B0000272,P00024,2023-10-17T06:18:00Z,348.57,BRL,casino,1207.86,file:///home/claude/flutter-martech-case/data/bets.csv,2026-07-31T13:06:36.070Z
B0003156,P00217,2024-02-23T06:00:00Z,562.69,BRL,casino,0.00,file:///home/claude/flutter-martech-case/data/bets.csv,2026-07-31T13:06:36.070Z
B0002728,P00197,2023-08-17T07:46:00Z,156.56,EUR,sports,0.00,file:///home/claude/flutter-martech-case/data/bets.csv,2026-07-31T13:06:36.070Z
B0001297,P00109,2024-01-11T02:18:00Z,574.84,BRL,sports,0.00,file:///home/claude/flutter-martech-case/data/bets.csv,2026-07-31T13:06:36.070Z
B0002301,P00160,2024-03-07T16:01:00Z,783.06,BRL,casino,2534.38,file:///home/claude/flutter-martech-case/data/bets.csv,2026-07-31T13:06:36.070Z
B0001172,P00098,2024-03-12T01:39:00Z,596.15,BRL,casino,0.00,file:///home/claude/flutter-martech-case/data/bets.csv,2026-07-31T13:06:36.070Z
B0001338,P00111,2024-01-19T11:38:00Z,85.29,EUR,casino,0.00,file:///home/claude/flutter-martech-case/data/bets.csv,2026-07-31T13:06:36.070Z
B0000051,P00005,2023-10-13T15:27:00Z,72.08,USD,casino,182.25,file:///home/claude/flutter-martech-case/data/bets.csv,2026-07-31T13:06:36.070Z
B0000962,P00081,2023-11-06T01:12:00Z,98.91,USD,sports,209.83,file:///home/claude/flutter-martech-case/data/bets.csv,2026-07-31T13:06:36.070Z
B0000233,P00021,2023-10-19T02:34:00Z,903.46,BRL,sports,1828.07,file:///home/claude/flutter-martech-case/data/bets.csv,2026-07-31T13:06:36.070Z
B0001385,P00115,2023-10-24T17:19:00Z,298.34,BRL,casino,1001.57,file:///home/claude/flutter-martech-case/data/bets.csv,2026-07-31T13:06:36.070Z
B0001737,P00135,2024-01-15T15:36:00Z,136.61,BRL,casino,241.92,file:///home/claude/flutter-martech-case/data/bets.csv,2026-07-31T13:06:36.070Z
B0000474,P00038,2024-03-10T02:07:00Z,803.32,BRL,casino,2590.94,file:///home/claude/flutter-martech-case/data/bets.csv,2026-07-31T13:06:36.070Z
